"ID","MHC_IPS","EC_IPS","SC_IPS","CP_IPS","AZ_IPS","IPS_IPS"
"TP0003_CD8_LTBI",2.16963037012312,0.892683571063454,-0.533256301418725,-0.203754255609678,2.32530338415817,8
"TP0004_CD8_LTBI",2.13070747919982,0.909063525713562,-0.528907100244503,-0.149832154184016,2.36103175048486,8
"TP0005_CD8_LTBI",2.16578971902777,0.92391000130895,-0.640605790081618,-0.189018386250499,2.2600755440046,8
"TP0008_CD8_LTBI",2.21101781674807,0.948815357905904,-0.681606389457317,-0.116050893230363,2.3621758919663,8
"TP0015_CD8_LTBI",2.04998395678552,0.906490454099125,-0.616823607840562,-0.134178328590219,2.20547247445387,7
"TU0084_CD8_HC",2.13270217808784,0.959739775198324,-0.635836321047401,0.0141813251272252,2.47078695736598,8
"XT0101_CD8_HC",2.21969605013942,0.990794770687478,-0.597949159079212,-0.0941023682175633,2.51843929353012,8
"TU0079_CD8_HC",2.14360621263704,0.96512946668057,-0.486570094535078,-0.0408544985774582,2.58131108620508,9
"TU0119_CD8_HC",2.16381105221883,0.962696845454831,-0.570071647471841,-0.111685103916192,2.44475114628563,8
"TP0001_CD8_LTBI",2.20398057309657,0.876919177454736,-0.633107625401462,-0.185502983439426,2.26228914171042,8
"TP0007_CD8_LTBI",2.21507306524591,0.93638501111601,-0.648185020728636,-0.0905190677024124,2.41275398793087,8
"TU0146_CD8_HC",2.16545931571813,0.886119085842663,-0.553210236098725,-0.25164576148228,2.24672240397978,7
"XT0103_CD8_HC",2.25407857933857,0.916561611909365,-0.612293645791177,-0.258662002455727,2.29968454300104,8
"TP0013_CD8_LTBI",2.05662071956581,0.955720226657037,-0.572766718204574,-0.163441426897661,2.27613280112062,8
"TU0005_CD8_LTBI",2.1686362150818,0.933847572654376,-0.686840309796149,0.0786206787942468,2.49426415673427,8
"TU0010_CD8_LTBI",2.0404180647107,0.892330807608951,-0.648046475060902,0.0739607173789405,2.35866311463769,8
"TU0013_CD8_LTBI",2.05859268023956,0.923041673594425,-0.68528701122023,-0.0339229027029157,2.26242443991084,8
"TU0021_CD8_LTBI",2.06445785985092,0.909083380889594,-0.485258723342442,-0.017403985548642,2.47087853184943,8
"TU0022_CD8_LTBI",2.02735813931603,0.914800689427239,-0.641218159882817,-0.0586856851262941,2.24225498373416,7
"TU0024_CD8_LTBI",2.17813758758247,0.934147916276291,-0.46866170033771,-0.140001653791884,2.50362214972917,8
"TU0033_CD8_LTBI",2.14354548472353,0.93386751144034,-0.569931732890625,0.0544870180409054,2.56196828131415,9
"TU0035_CD8_LTBI",2.08974736280585,0.921298169054402,-0.621925737249627,-0.177790597388828,2.21132919722179,7
"TU0046_CD8_LTBI",2.14530799480072,0.923069845558448,-0.563191747399389,-0.0685343665915541,2.43665172636823,8
"TU0050_CD8_HC",2.01314620204678,0.894999736618944,-0.535031234437525,-0.145250592743,2.22786411148519,7
"TU0052_CD8_HC",2.00915376998319,0.889145543297056,-0.731877142756582,-0.221533506996578,1.94488866352709,6
"TU0053_CD8_HC",2.01361170869125,0.925942123028997,-0.576277128214524,0.0117160303791321,2.37499273388486,8
"TU0056_CD8_HC",2.09789682057978,0.918260357635329,-0.57298511232372,-0.0826200053697781,2.36055206052161,8
"TU0057_CD8_HC",2.23792258923444,0.916480651638442,-0.613576773874886,-0.315452669761662,2.22537379723633,7
"TU0059_CD8_HC",2.16412284384914,0.918736563373715,-0.586497653668494,-0.0551123491483026,2.44124940440606,8
"TU0063_CD8_LTBI",2.13322894409053,0.946694784812094,-0.593550035658114,-0.119868909216895,2.36650478402762,8
"TU0070_CD8_LTBI",2.13118121377571,0.891106206081766,-0.659107287088176,-0.0486482846557512,2.31453184811355,8
"TU0071_CD8_HC",2.11774453702885,0.898884380740779,-0.643196338006672,0.0858111073884212,2.45924368715137,8
"TU0075_CD8_LTBI",2.06238689294197,0.919717384097947,-0.525869086294349,-0.223718291105715,2.23251689963985,7
"TU0085_CD8_HC",2.10976806281375,0.915238188273773,-0.477590134315806,-0.0496624968700361,2.49775361990169,8
"TU0094_CD8_HC",2.05087681190203,0.931109046289917,-0.612953178097361,-0.179340119280743,2.18969256081384,7
"TU0110_CD8_HC",2.17414009958806,0.916503763833999,-0.662111496968329,-0.19288193415457,2.23565043229916,7
"XT0082_CD8_HC",2.14922002018475,0.922095366774524,-0.666182836730139,-0.173003021925676,2.23212952830346,7
"XT0106_CD8_HC",2.16931316971749,0.906544632769112,-0.67631352773921,-0.248618093398586,2.15092618134881,7
"XT0123_CD8_HC",2.21082004332124,0.901960893942131,-0.620422717022763,-0.25214624116007,2.24021197908053,7
"XT0134_CD8_LTBI",2.10371134417088,0.917877688186601,-0.589187340318883,-0.220109426651114,2.21229226538748,7
