"ID","T_cells_MCPcounter","CD8_T_cells_MCPcounter","Cytotoxic_lymphocytes_MCPcounter","B_lineage_MCPcounter","NK_cells_MCPcounter","Monocytic_lineage_MCPcounter","Myeloid_dendritic_cells_MCPcounter","Neutrophils_MCPcounter","Endothelial_cells_MCPcounter","Fibroblasts_MCPcounter"
"TU0056_CD8_HC",3172.42857142857,12859,7316.42857142857,59.5,599.375,93.4285714285714,0,89.6,1.09090909090909,59.25
"TU0057_CD8_HC",3391.28571428571,20912,16202.5714285714,12.75,668.625,102,6,125.933333333333,0.575757575757576,91.375
"TU0059_CD8_HC",3505.78571428571,21794,11279.4285714286,123.875,555.5,19.5714285714286,2.2,96.4,3,104.75
"TU0063_CD8_LTBI",3766,18507,7926.85714285714,122,357.625,33.5714285714286,1,100.066666666667,4,44.375
"TU0070_CD8_LTBI",4248.35714285714,26077,11183.5714285714,111.75,913.375,71.7142857142857,0,114.4,2.21212121212121,161
"TU0071_CD8_HC",3485.14285714286,12641,10649.4285714286,42.125,631.125,84.7142857142857,0,66.9333333333333,1.39393939393939,47.75
"TU0075_CD8_LTBI",2981.78571428571,19988,5398.42857142857,81.375,303.25,9.42857142857143,0,88.8666666666667,1.3030303030303,56.875
"TU0085_CD8_HC",3310.07142857143,12428,6965.71428571429,67.625,642.125,37.2857142857143,0,87.6,1.42424242424242,224.75
"TU0094_CD8_HC",3622.57142857143,16202,7060.14285714286,60.25,349.625,43,1.6,101.4,3.06060606060606,132.875
"TU0110_CD8_HC",3096.71428571429,20622,13909.5714285714,35.375,1168.75,102.428571428571,0,108,2.90909090909091,209.875
"XT0082_CD8_HC",2901.64285714286,18037,9725.71428571429,14.375,685,58,4.2,69.8666666666667,1.27272727272727,61
"XT0106_CD8_HC",3396.5,20564,10962.8571428571,17.25,558,46.4285714285714,0,68.9333333333333,1.75757575757576,155
"XT0123_CD8_HC",3275.5,22292,12618.5714285714,65.625,562.625,38.1428571428571,0,66.0666666666667,2.36363636363636,54.5
"XT0134_CD8_LTBI",2987.07142857143,20212,9820.71428571429,67.375,1456.5,47.1428571428571,0,77,5.33333333333333,60.625
