"ID","Bcells_EPIC","CAFs_EPIC","CD4_Tcells_EPIC","CD8_Tcells_EPIC","Endothelial_EPIC","Macrophages_EPIC","NKcells_EPIC","otherCells_EPIC"
"TP0003_CD8_LTBI",9.64954195560635e-07,6.01551901981898e-09,0.123817978399666,0.352601731251832,2.37706627345871e-08,4.1188393838769e-10,0.523576881000733,2.41419550784168e-06
"TP0004_CD8_LTBI",9.78672088469376e-09,8.72900502610038e-05,6.42254996931799e-07,0.442894816216753,6.29412010455525e-08,2.47345424232514e-05,0.390141972683531,0.166850471524113
"TP0005_CD8_LTBI",0.00530922472632912,7.18912969852814e-05,0.223776435514045,0.367901847278794,2.21820649486703e-08,3.82462304464673e-10,0.166101955131799,0.236838623487521
"TP0008_CD8_LTBI",1.31423166158865e-08,2.02498261861388e-09,0.00155842877483559,0.404777481815593,5.46275288228976e-06,6.61248242544845e-06,0.495556851124948,0.0980951478820166
"TP0015_CD8_LTBI",6.25224226581252e-06,2.5147506637892e-06,0.295539692878106,0.377304559368257,1.20018281475441e-08,5.17020544875376e-09,0.107927357869466,0.219219605719208
"TU0084_CD8_HC",1.93783324633751e-09,2.00633428740397e-09,0.309718469578997,0.251977184459234,1.59059291038559e-08,9.34025223224979e-06,0.333906649256033,0.104388336603407
"XT0101_CD8_HC",8.34823277139193e-08,5.23644831863074e-06,0.130683343605695,0.343309284258754,9.4365734699413e-10,2.24618003547761e-09,0.340930034005554,0.185072015009513
"TU0079_CD8_HC",3.64142808196604e-09,1.59855616740477e-09,0.347307622763793,0.406377104734468,2.7201984912585e-07,1.39049728717298e-07,0.100812087809066,0.145502768383111
"TU0119_CD8_HC",9.991714819914e-10,9.05096431777761e-08,0.627126955699872,0.311307582300287,5.0105492723878e-05,9.99662716638581e-10,0.0615142224781444,1.04152049624316e-06
"TP0001_CD8_LTBI",7.32703551070742e-08,5.54061665726969e-08,7.44180614679954e-05,0.122009338230479,3.8296140831456e-07,6.27193952088285e-05,0.877853012087601,5.87313408034122e-10
"TP0007_CD8_LTBI",2.06530301246536e-06,6.79324660001284e-05,1.10756910882889e-06,0.654519901562067,1.10454267533232e-06,4.0973668508571e-07,0.345406772761669,7.06058782350298e-07
"TU0146_CD8_HC",1.07578927292558e-09,4.29150757103286e-09,0.0913064106630748,0.739614581307657,8.38004998698454e-08,1.30178926951938e-10,0.169078892276157,2.64551356357427e-08
"XT0103_CD8_HC",1.52907817312648e-09,1.07195473486151e-08,1.95512851997565e-06,0.395108306310474,1.10507688417046e-06,2.47248069480881e-08,0.604887728350928,8.68159761492119e-07
"TP0013_CD8_LTBI",0.00438642371889915,2.91549021502316e-10,0.146694525606186,0.686340529819957,1.73006065046979e-08,1.2820583928307e-06,0.0760007732949113,0.0865764479094979
"TU0005_CD8_LTBI",1.11206744164102e-08,0.000293674211301197,4.97657611051552e-08,0.703219075913536,1.16966783453206e-07,6.12950465720229e-05,0.157653187098307,0.138772589877066
"TU0010_CD8_LTBI",6.82618979571483e-06,1.77347422715637e-05,0.0577910952282575,0.583027790892849,8.42005879816412e-10,2.25983572190815e-09,0.172142738241734,0.187013811603251
"TU0013_CD8_LTBI",2.81221646588358e-08,2.87912244609972e-05,0.0299390526234057,0.536241502650899,6.66650903287869e-08,8.91930710749441e-09,0.155249399329117,0.278541150465556
"TU0021_CD8_LTBI",9.64096567744609e-09,4.8069587346896e-05,0.00688790274057115,0.514296638318728,1.16960953801063e-09,2.41352373187896e-09,0.26063084383717,0.218136532292085
"TU0022_CD8_LTBI",2.12612220184898e-06,2.70985457343139e-05,0.0508223072001624,0.519160058888499,7.72948419968338e-10,2.46621115382508e-09,0.42073204828331,0.00925635772093232
"TU0024_CD8_LTBI",1.22889902534512e-06,3.02673617678811e-09,0.000265596226235368,0.322263201112325,5.99929552593194e-07,1.24231642133045e-09,0.677468576924923,7.92638886689899e-07
"TU0033_CD8_LTBI",0.000330998586012356,8.09846851097757e-06,2.93326374905754e-05,0.598344064481189,2.29835251289813e-07,3.84467777225372e-10,0.150890607024687,0.250396668582391
"TU0035_CD8_LTBI",1.05521780452412e-06,1.93539984135703e-08,0.150838751728648,0.495344109852039,6.34076084990951e-08,1.98464557751441e-09,0.35381015939425,5.83906100594391e-06
"TU0046_CD8_LTBI",2.24100192764891e-08,4.27939390055526e-09,0.00741208646999696,0.419890191357136,4.11653546711737e-07,1.41359376934905e-05,0.410024431610806,0.162658716281407
