"ID","Bcells_EPIC","CAFs_EPIC","CD4_Tcells_EPIC","CD8_Tcells_EPIC","Endothelial_EPIC","Macrophages_EPIC","NKcells_EPIC","otherCells_EPIC"
"TU0050_CD8_HC",8.88393398317853e-10,6.3639728705068e-07,0.0981894966775722,0.604615121911554,4.94013106339913e-08,2.80691373692021e-07,0.0695343533087182,0.22766006072379
"TU0052_CD8_HC",0.00153892907955636,2.31194279995376e-07,0.072396002587209,0.410910396916122,1.08712056949511e-06,7.54325658772573e-07,0.394999752722621,0.120152846053983
"TU0053_CD8_HC",1.40858660719326e-09,3.83024173780141e-05,0.136283725831659,0.46240696993243,1.98262637282284e-07,1.06764708128752e-09,0.280095924374699,0.121174876704963
"TU0056_CD8_HC",0.00691963268198602,1.37245069172004e-08,0.151375453430655,0.435666139030506,3.47356136400719e-08,1.8728516797874e-08,0.0689958262428164,0.3370428814254
"TU0057_CD8_HC",2.73545311590628e-08,9.99906884930478e-07,4.79391591750971e-08,0.489933122949746,2.26432588936959e-06,8.56861436644888e-11,0.510063500801317,3.66367859230889e-08
"TU0059_CD8_HC",3.67831118263908e-07,3.20115263556709e-05,1.08826345464102e-07,0.597144094033196,9.85840984194604e-08,2.18370770553111e-09,0.267060089972972,0.135763227042207
"TU0063_CD8_LTBI",1.10607580721223e-09,2.38446790388131e-08,0.127895627453751,0.504604139424936,7.56772540055782e-09,4.63918799613611e-07,0.13706278738634,0.230436949297693
"TU0070_CD8_LTBI",0.000172281103624157,4.07720508234336e-05,2.20974272208377e-05,0.656824266848301,6.42166020328034e-05,1.86901372417237e-09,0.192412180185379,0.150464183913604
"TU0071_CD8_HC",0.00468235632369219,0.000136822528096328,0.21437695953643,0.370555330754428,6.79164968100932e-08,5.65932447389399e-09,0.282730005647538,0.127518451633995
"TU0075_CD8_LTBI",1.03425535764166e-08,2.64217794782162e-05,0.151162680330406,0.621374922276386,3.85311700657848e-08,5.32455760295999e-10,0.100344014191845,0.127091912015705
"TU0085_CD8_HC",8.37413008187318e-09,3.15151145811982e-06,0.210365966845554,0.401955043482678,5.2772270001182e-09,1.2196501413672e-08,0.140494466618088,0.247181345694364
"TU0094_CD8_HC",0.00983687310920165,9.44897275056466e-09,0.256839057052637,0.515508869887695,4.59327082786555e-07,2.74468040246397e-09,0.0648647725852951,0.152949955844435
"TU0110_CD8_HC",4.94502234588023e-06,3.85062258613106e-05,1.23639427387988e-08,0.535237399025736,1.34260452934267e-09,3.79020986224349e-10,0.43360871924965,0.0311104163908387
"XT0082_CD8_HC",2.61675459405348e-08,1.42973509419546e-06,0.0289051790780467,0.636086362495567,1.55663624228333e-08,1.56730549391281e-05,0.167903193881625,0.16708812002082
"XT0106_CD8_HC",2.22520342427256e-08,3.38635173081661e-07,0.0192460883654599,0.707623448529298,2.02980845594208e-08,2.44862588723926e-06,0.171743459362842,0.101384173931221
"XT0123_CD8_HC",2.02856682299729e-08,1.63511919694573e-08,0.000797763757224182,0.642438345839342,2.92742290544219e-06,1.98786923002328e-08,0.356736392491032,2.45139739445244e-05
"XT0134_CD8_LTBI",8.27994175739196e-09,1.15554939611438e-06,2.73743968520701e-08,0.632528018974671,0.000164761745299841,1.51236145845613e-07,0.148600069321028,0.21870580751912
