"ID","T_cells_MCPcounter","CD8_T_cells_MCPcounter","Cytotoxic_lymphocytes_MCPcounter","B_lineage_MCPcounter","NK_cells_MCPcounter","Monocytic_lineage_MCPcounter","Myeloid_dendritic_cells_MCPcounter","Neutrophils_MCPcounter","Endothelial_cells_MCPcounter","Fibroblasts_MCPcounter"
"TP0003_CD8_LTBI",346.366313722564,482.218621505187,1526.3625744483,2.60047535228756,31.4937424842789,0.953705194477081,0,4.38494833795403,0.130847207884912,11.7734999540515
"TP0004_CD8_LTBI",365.681601741714,569.978260695621,1222.31061857366,2.03999623988097,48.9106154894041,0.786853965237237,0,4.47817356162117,0.120801617449601,6.17166846977863
"TP0005_CD8_LTBI",366.782269810849,460.267558351235,677.508947055029,9.32812876142725,36.3669602192716,1.77180845170297,0.688563464472283,3.95656012826273,0.135324682244194,6.4286020679183
"TP0008_CD8_LTBI",422.425195948072,510.726733393548,1536.50199729806,1.91368828608186,18.9737004607876,1.76726654042545,0.0663478751150491,3.00449817937889,0.132023315789685,3.52797512119841
"TP0015_CD8_LTBI",371.418826159232,439.408997258917,604.239009550544,5.37743675924455,32.5561059319496,2.08990377765711,0.47975263774418,4.59217309911182,0.23860091495176,12.5412478855369
"TU0084_CD8_HC",361.435536054219,413.733504872131,1021.71437506638,2.30817444638827,27.2892614309878,0.8576219046786,0.26423949620386,1.69521209464183,0.10488927189479,5.68621663198222
"XT0101_CD8_HC",375.572554542802,426.695820811592,1111.15261996954,1.21692577125136,16.6198453924698,0.433391029022249,0.432510792804433,2.62529540061959,0.0152870627105271,5.12633681633908
"TU0079_CD8_HC",365.006981009734,442.771752016767,463.915638121594,4.27091107268551,34.0222609491403,0.698723412486357,0.262275546589271,3.25453806813094,0.103744470590668,2.76983109532162
"TU0119_CD8_HC",343.380012311564,466.871974642464,428.390258826173,5.21838031206372,25.7829758501437,0.590531696262206,0.238638094624795,3.19035861693614,0.246203263666316,3.60516432987193
"TP0001_CD8_LTBI",406.504670479871,451.114729802565,2327.32105388986,1.71391125306094,47.2933824428848,2.98181917138448,0.355617964170345,8.60743963976174,0.0523424659678479,7.32126381490882
"TP0007_CD8_LTBI",400.983511816843,877.50174887847,1153.02403610748,3.08444930221518,43.5083084436492,0.686941156215273,0,4.62427307690422,0.11664323014794,7.44950497904224
"TU0146_CD8_HC",330.860544601672,911.975143167619,674.854632381205,3.32562996370841,24.9284519138096,0.374364926255085,0.574655537388442,2.10094662114712,0.0861167991263011,7.74780730562203
"XT0103_CD8_HC",358.056884546818,726.582479430766,1754.27478104924,1.9261667659445,38.764824386663,2.3781248358996,0.480014741817994,4.67964190032886,0.129260083506467,7.49475011421003
"TP0013_CD8_LTBI",414.119053226229,606.578096511574,592.74135804945,3.9953679956136,69.2199896179077,2.03402724733577,0,3.83291569422151,0.246118931026324,2.28998543072127
"TU0005_CD8_LTBI",463.81659207899,779.133505578867,841.544084225055,2.05913960835993,30.870054958718,1.94512799196525,0.179844274822198,2.86361593414417,0.126751515575332,2.6765272573035
"TU0010_CD8_LTBI",398.772744167609,627.960390528922,824.373182159232,2.55559695925033,34.1867534030293,2.35769285065683,0.0414597282953994,3.71978516712308,0.0619782766945398,4.13797839194026
"TU0013_CD8_LTBI",428.593754742037,528.043457597861,723.155593381726,4.61030280819237,144.259497309495,1.94197242778341,0.0618655552872463,4.63740072156045,0.204461484558584,4.99883254919003
"TU0021_CD8_LTBI",340.694037265837,559.22818976054,895.386717961566,4.45824201700885,47.8733983289022,0.929725661935324,0.0283396356071217,2.99590043370239,0.322309055156017,8.841956079293
"TU0022_CD8_LTBI",385.820085772878,607.101282057144,1346.10148553211,5.15655940915233,35.1074547332538,1.13888786468234,0.277633589827366,2.52270718396275,0.188283053378824,3.77151497176024
"TU0024_CD8_LTBI",391.721728749715,414.308197785782,1906.96006137046,1.14116119774141,36.8246728283226,1.89446416250015,0,2.28707281905692,0.15345684660595,3.69761341873212
"TU0033_CD8_LTBI",404.79921483108,645.325689424784,752.378317574265,3.46462212213688,54.3889656703447,2.03860144833559,0,4.72110054265355,0.139823889280315,5.20360275224366
"TU0035_CD8_LTBI",389.378926977916,542.182834877705,1275.27118936881,4.81518732564394,54.9664709091718,2.89126695865726,0.296170488458321,5.99238264957445,0.270405182192967,6.92464186168722
"TU0046_CD8_LTBI",395.236333587908,482.898308182291,1341.39733921291,2.78792744212589,35.108324083637,1.89720133211964,0,3.64430833859541,0.23897534917473,2.85607391091505
"TU0050_CD8_HC",376.889885469566,666.6679677811,439.449066423412,5.43995988708677,24.9545940194741,0.688919733980494,0,3.06188942318705,0.17507119466281,3.17479562074935
"TU0052_CD8_HC",365.548048225709,441.34038915751,1376.10839569544,8.11533723960738,45.09035209079,2.42542409722087,0.510307277524003,4.29523839659439,0.0164232073348123,9.54557953895675
"TU0053_CD8_HC",380.120412638246,519.167830057295,986.580695688208,3.03097210697885,20.600720661724,1.34767436990075,0,3.02302890449066,0.175941346090104,5.6496561913552
"TU0056_CD8_HC",389.515324804708,431.17893296914,535.270430245329,3.76117443795146,44.1070859139782,3.14456405788713,0,3.37612228730177,0.0615515561772969,3.01150155349704
"TU0057_CD8_HC",405.057208362649,677.583870389939,1780.80351961031,0.707593597039329,48.6174149241927,3.39403322190454,0.657915867129285,5.03978322092029,0.0183361386789836,4.48174587256055
"TU0059_CD8_HC",392.865444183802,682.934232340412,994.199867243739,5.74004600986953,38.4466656835154,0.609703878361861,0.233300805274183,2.88772267043334,0.0431475756437027,4.95766266809548
"TU0063_CD8_LTBI",393.563419629794,533.039840701541,596.631285172925,5.62795720220938,21.8496847339496,0.93670772715827,0.0974709651949745,2.57809537091582,0.268324804352221,1.93509802299838
