"ID","B_cell_TIMER","T_cell_CD4_TIMER","T_cell_CD8_TIMER","Neutrophil_TIMER","Macrophage_TIMER","DC_TIMER"
"NM001",0.150762041608989,0.0556173438829073,0.244968133702716,0.11243294568709,0.0424228576364225,0.744545209896895
"NM002",0.050311938417636,0.179944967269166,0.176806151536425,0.148087823919888,0.0347824351523245,0.704922918383274
"NM003",0,0.137889650807157,0.0884766796040742,0.195709810599017,0,0.788035704913596
"NM004",0,0.0581614899912769,0.281037229316213,0.106058795159516,0,0.710167026907113
"NM005",0.0195853415335209,0.144657863298957,0.206148670359039,0.0866746444948361,0.131948311258899,0.375156148548556
"TB001",0.206821369515485,0.15949670846105,0.2293474186065,0.131132515701927,0.118662595850777,0.537990419585557
"TB002",0,0.119720412261113,0.22191834327134,0.0670201415778746,0.11899704752571,0.363574719513104
"TB003",0,0.0972732185619104,0.165932148366305,0.0845170867357634,0.121121730772407,0.187008894989497
"TB004",0.0807958190306507,0.197003026864819,0.281097066228812,0.173866418129488,0.0680214447733958,0.432266995350833
"TB005",0,0.186571212668044,0.1692871609894,0.161763204511878,0.149979301755891,0.417711909437432
"AD001",0.140351995272481,0.242839155565764,0.20223903686819,0.106814593190688,0,0.4699386041827
"AD002",0,0.00129519696947284,0.246532790939954,0.0512419015882625,0,0.629336617336723
"AD003",0.0246800317765478,0.0399407383492611,0.286382331198698,0.0866151143770306,0.0588459657421543,0.327952293657783
"AD004",0,0.156725733913012,0.143137281886515,0,0,0.53137657400897
"AD005",0,0.0798946823938884,0.172525985238519,0.0533881933398231,0,0.538796119518992
"SA001",0.220065086881251,0.232658574770729,0.252164427561964,0.119898868231043,0.284000899577722,0.189285118206345
"SA002",0.148457112327535,0.103818281663009,0.330488256310555,0.150604607548186,0.0704091065492632,0.341204309163909
"SA003",0,0.0702019923937537,0.0455495494681507,0.665264602053508,0,0.347862933532807
"SA004",0.0200448241603426,0.0642497488010596,0.198805197500255,0.0668255651946708,0.134754597262261,0.279899630744068
"SA005",0.13050940585187,0.0261328630853361,0.264373749955042,0.0245877196012662,0.0501147485034568,0.467758937702009
