"ID","MHC_IPS","EC_IPS","SC_IPS","CP_IPS","AZ_IPS","IPS_IPS"
"NM001",2.1418023313726,0.930275102398937,-1.22029286666784,-0.508407111982264,1.34337745512144,4
"NM002",2.29477919452016,1.08872026801532,-1.44115406804766,-0.573330840938585,1.36901455354923,5
"NM003",2.35168258417659,1.02020226839914,-1.39290293939653,-0.631080704588355,1.34790120859085,4
"NM004",2.39872770469224,1.05678246875302,-1.39735351312246,-0.557852715042712,1.50030394528008,5
"NM005",2.15669816020365,0.96838506354099,-1.25687939980577,-0.461462624153958,1.40674119978491,5
"TB001",2.29113015686789,1.10566468637146,-1.52026058616737,-0.686266992388716,1.19026726468326,4
"TB002",2.05037557477205,1.01502309465441,-1.18158730192107,-0.330352591423948,1.55345877608143,5
"TB003",1.9284185152177,0.925258835099704,-1.06314544489163,-0.360539188192419,1.42999271723335,5
"TB004",2.49896461762289,1.18721804506306,-1.49759716574603,-0.734379829179366,1.45420566776055,5
"TB005",2.35569048661127,1.11053280754655,-1.57107117648996,-0.686454694365888,1.20869742330198,4
"AD001",2.22714258237933,1.15813607052567,-1.40489119113295,-0.605009651230095,1.37537781054195,5
"AD002",2.41151107708862,1.02270960472878,-1.30753037286256,-0.671407128432977,1.45528318052186,5
"AD003",2.11622515087676,1.1289499252914,-1.30664157967778,-0.614606336407949,1.32392716008243,4
"AD004",2.56335013696917,0.994272031264556,-1.38350509742104,-0.706450259752075,1.46766681106062,5
"AD005",2.39610120022983,1.02975228442165,-1.28483808387681,-0.684739789023187,1.45627561175148,5
"SA001",2.28947174667121,1.09736048916011,-1.39480462514897,-0.637529329417438,1.35449828126491,5
"SA002",2.30858853055876,1.10193771465868,-1.41902721756221,-0.594359880871247,1.39713914678398,5
"SA003",2.74930604156137,1.14537736692812,-1.8240117909466,-0.723670998933473,1.34700061860942,4
"SA004",1.91091026664485,0.821401243415209,-1.13727078089589,-0.207209857815444,1.38783087134873,5
"SA005",1.83683992151221,0.939385213148562,-1.17278681845341,-0.404920564593412,1.19851775161395,4
