"","H1","L1","H2","L2","H3","L3","H4","L4","H5","L5"
"ACOT13",8.30340105204861,1.15444397575602,2.75595787243719,43.0544701107369,1.10845950819604,0.583795945692292,1.15415823242967,1.63143642189254,1.08025952713465,0.989361593362507
"ACOT2",1.9030145620328,1.76614535704327,18.0493944494437,2.51076917017451,6.06906671155852,2.14081956285263,0.748676486555885,1.28695210174879,17.5516448464283,1.9294328723523
"ACOT7",39.0449692523338,0,37.4574973733052,0,125.209298836602,0,12.4344807803447,13.7039881183167,131.976347114252,23.5227973693547
"ACOT9",6.71194707233904,4.26838471647704,3.75097601339663,15.8202836394347,10.7404212007195,9.68575692256914,14.037383099757,9.26350811358835,6.74198731346368,6.61780174371518
"ACOX2",0,0,0.437918602223351,10.9254160427592,0,11.6744094220664,0,0,0,0
"ACOX3",1.89436848825676,6.26328443003189,5.90458222976087,2.71270701870421,6.75891434407737,1.44727670346993,9.67453040611042,0,4.81696581327801,2.32183812812689
"ACOXL",5.52132781767196,2.76766911833959,0.0015677066730171,15.5272243518897,2.90887757711135,5.15801917687071,2.31947911213955,4.55796125623761,0.452266049578308,10.1941044324614
"ACP1",21.629759250177,8.219559013589,21.5215476659057,14.9882940830489,5.81410732215704,6.99443599974992,10.8814987261804,7.72169492286075,12.866448694369,10.0890460735794
"ACP6",4.33827044657726,8.09161583590255,5.76516202395266,2.24878625106263,10.5736949067133,5.81116597783814,0.270410880624119,1.68612657992727,12.2626179232293,5.36555226897586
"ACRBP",1.83814156085925,4.52402479046845,3.62932902144319,1.3268461813749,10.9770118113944,1.63901646608815,8.34770528573861,0,10.0296107497099,2.80336801578083
"ACRP1",0,11.024088245359,0,4.02323049563458,1.22596784468683,0,0,1.06085110234452,0.364513377438634,1.38096643995355
"ACSBG2",2.17941444433348,0.274398505881919,3.57320864548552,0,3.52565746683274,0.118323571528043,1.39078368949632,0.262130705716287,0,2.0477259040134
"ACSF2",0,0,0,0,0,0,28.6565696087084,0,0,0
"ACSF3",2.79489138184779,0.350006890000766,0.152507914325641,12.1470896765582,7.47133409480962,3.24388068066683,0,30.6614746354771,3.8078026808818,3.78340391144669
"ACSL1",2.76019729533061,21.5749878630729,15.3408905295583,10.7120265407526,1.43796799351808,13.8686615632475,5.42450827792937,11.775311041258,16.21733637358,7.27696662761488
"ACSL3",46.5760837812094,7.33690706576076,84.5551401432635,187.557803517725,94.4460385289517,10.033557551201,13.900116536121,16.5098125521349,153.953616685719,16.7362023587469
"ACSL4",28.1052430667047,0,0.00193761498912226,26.1665364058413,39.0177117309927,0.0189887204525289,20.6348476214623,0.0412475577415911,0.0235704832202398,0
"ACSM3",0.851199101287721,0.0898927042455351,0,0.150534209712271,5.47845122137408,9.00295203879916,14.7076377394306,0,4.47787361654864,2.37382749672318
"ACSM5",2.74140923977601,8.82654000173094,4.40023556688806,2.33536449831002,10.14739851171,10.4987726256301,1.28159373361332,2.96327973356764,11.1070572166612,5.77247657505661
"ACSS1",7.12360997549152,4.04547954277595,6.94818166290212,2.69760207700159,3.70488267781516,2.1573553591636,1.8548410019991,0.699598907098265,5.64148855858904,1.96325481389884
"ACSS3",0,0,0,0,0,0,16.0734471305069,0,0,50.1759392130519
"ACTA2",506.788118474521,389.325507321897,908.394843420833,387.526318927118,956.907714143256,193.730542128859,1720.44593021536,1113.33200439634,590.03210391165,492.917625549074
"ACTBP11",6.12475514760634,5.54510739814513,5.01451236248498,2.81040906022873,4.31429283574907,5.09002343353392,0.237177923112244,3.04025630787784,3.07939776036084,1.61001376561677
"ACTBP14",1.13900356661679,1.73392354296439,2.2507159566827,4.44040790879799,1.46550264469391,2.05316611975198,0.493394676103413,0,0,1.63307671860309
"ACTBP2",4.68193129328486,8.80226076220527,3.19285482312082,6.04324128081681,5.10657603673106,4.56108379137116,1.48094898129645,2.66032597327691,3.96019651491819,0.881418038586319
"ACTG1",31.6397580263494,48.9304870781029,1275.39786438194,178.010801224758,100.35221194771,301.112202274117,155.44939695757,242.11308199292,148.227543849091,84.482258614797
"ACTG1P1",7.47203302473926,6.21774289790384,4.77805287508519,3.76223115412194,8.10690865228049,9.8100326946365,6.24994921323071,3.33434856455427,3.09099052943211,9.80493804175513
"ACTG1P10",38.204159163504,18.917878561576,19.6138424063428,13.6758971249771,35.4163015688269,21.201721167743,7.91870831843698,6.21874145955952,12.4759071074446,17.7513818018205
"ACTG1P14",34.8257813171132,24.8287548581375,22.7782495184869,19.3920754355323,33.3117617037368,17.8487282460658,9.58912482178003,8.66975199616662,14.2275700724382,16.6728955765786
"ACTG1P17",0.57607554416351,0,4.57835522843356,0.0875852433609046,6.74108255585792,6.55632316408774,0.0751212164047201,0,1.06776361768874,0.349071474860813
"ACTG1P20",21.070440620427,20.0928254623414,21.867411941464,22.2282448614554,14.464024478628,17.0240997482926,13.8660336308466,9.50853487919481,17.0425253699871,15.2854141781544
"ACTG1P22",6.67745884472128,0.811353487885557,4.08405203002675,1.20460153689792,2.39107059292783,0.27656290863245,2.18117844539256,0.477760626997478,1.96536670544644,1.48461012213907
"ACTG1P24",5.33115536637899,4.53291144365071,0.902030236163291,0.581200687093832,0.557322078742512,0.637365750546174,0,1.79607290021961,0.440036640570822,0.436167162530719
"ACTG1P25",0.0937206949469365,3.3532236262915,0,0.327414247975617,2.8697143039191,1.121929765057,0.663710041902762,0.191450928385498,2.03520462589234,1.30042293908847
"ACTG1P3",21.5252927206798,34.7608930282947,13.9598994827657,24.4767032533183,30.6417152838991,20.885516946585,12.7916713275152,7.8003518222076,14.3943697357292,13.6664842265163
