"ID","T_cells_MCPcounter","CD8_T_cells_MCPcounter","Cytotoxic_lymphocytes_MCPcounter","B_lineage_MCPcounter","NK_cells_MCPcounter","Monocytic_lineage_MCPcounter","Myeloid_dendritic_cells_MCPcounter","Neutrophils_MCPcounter","Endothelial_cells_MCPcounter","Fibroblasts_MCPcounter"
"H1",6.74102807286511,0.405994921454858,1.60362024066585,420.930635514702,0.268572669480143,6.89313492633246,3.37518703344961,20.4591380439289,5.47117784498561,3.30610764876438
"L1",1.68808236848886,1.34219248224875,2.86899851423828,368.24763549545,3.62238865281666,1.84837597386453,9.81406677117898,27.851338888623,17.9487257514173,7.7451116144386
"H2",2.94010880100337,0.420039700278268,1.64636503423461,913.16494200893,0.607148721061175,7.11582058882464,6.85366128079639,20.4616781384164,8.20498215770101,718.087436804745
"L2",2.69395815618155,2.5415879349507,12.4413140351881,49.8517741689629,4.80034266691991,0.99173504837666,4.46716356134875,45.2794280235322,24.8445815714798,36.3275174997054
"H3",19.6147115079825,0.585208551285081,4.81513832667297,92.3137709077251,1.12719245289871,33.6139700854609,35.8314507815788,15.5112053459646,11.7101717403112,94.355095791802
"L3",5.53881935419867,1.34174950543565,4.86546080137107,119.922434532609,2.87445543874034,5.82287597467246,3.63633996665928,14.9637406715008,10.4571598253563,2.73654278071113
"H4",2.69467155291876,4.00943024822296,3.52380551124796,245.297953700328,2.20485421250887,4.37552163723911,7.913169492185,19.3270731357994,13.803017559352,1.23504492782303
"L4",0.540388994257952,6.57661531710052,9.41260158532647,16.4834175516345,1.83243277566163,2.39666233945702,6.71787758978629,15.9532800561828,35.8082265012563,11.8910235295708
"H5",17.7290186548926,0.273385033078975,4.01405181184885,46.7485805013149,0.316898632440963,45.1841030730962,11.4910695428442,11.4262285056187,3.14768405603194,5.01364313683182
"L5",4.34181775472187,1.06875101586991,6.8348057032911,13.7111981149591,0.969065946545647,7.12812774780967,3.75631099129205,23.3896223111298,19.4600146654613,1.3185283189147
