gene	log2FoldChange	pvalue
CRYGA	0	1
TMUB2	0.052411306	0.888260206
ADAM29	0	1
STAT3	0.059603983	0.833774288
GDNF	1.131640657	0.348558241
MUCL3	1.378694462	0.418318652
AXIN2	0.293744788	0.382625301
NDUFS5	0.153630454	0.645781282
ZNF30	0.738738715	0.117725354
UGT3A2	0	1
LRATD2	1.166604104	0.108443616
KCTD19	0.910790797	0.20611005
SLC16A4	0.525203176	0.206406173
IL7R	1.047920996	0.082282687
WFDC12	0.565556147	0.812940618
DNAJC21	0.225727977	0.495136947
NPNT	0.367973996	0.665547013
TSPY2	0	1
SEMA4C	0.670660801	0.026509021
CNNM3	0.677346342	0.063637386
TET2	0.541376671	0.335689871
TSPAN5	0.218807811	0.460505819
ABHD15	0.42713186	0.244587894
ZBTB5	0.310033151	0.204081155
ADAL	0.066373693	0.875701922
LCMT2	0.119391869	0.727931521
IL12A	0.781163921	0.415646569
ZNF507	0.566542407	0.135093779
STX18	0.005258501	0.980489247
ZBTB49	1.251713019	2.41E-03
OR13J1	1.948339598	0.531911983
HTR1E	0.49606481	0.875284827
DDX19A	0.158329791	0.542392564
SOX14	0	1
ANKRD49	0.950936286	0.029276382
SFTPB	0.067447811	0.899355273
USP39	0.069498125	0.756193095
C2orf68	0.13806648	0.52730561
BTNL3	6.519911817	8.52E-06
MAT2A	0.059930241	0.804113656
ZNF608	0.066816653	0.893880713
INPP5D	0.420793219	0.472333398
TRIM49	0	1
CEP120	0.300679208	0.393525237
MFF	0.061820363	0.730218393
GRM5	0	1
JMJD7-PLA2G4B	0.645881929	0.121897672
CPLX1	1.924616707	0.147948248
NTSR2	0.509718468	0.573958931
FEM1B	0.119648722	0.641335665
COL4A3	0.42263799	0.527545432
HNRNPH1	0.373555159	0.233731474
MECP2	0.509554613	0.230152945
VCX3A	0	1
ZBBX	0	1
ACTBL2	0	1
AR	0.184965265	0.672174479
VXN	0.065570611	0.951340933
HSPBAP1	0.626571708	0.120869117
PARM1	0.756621205	0.117301528
CSNK1G1	0.060726563	0.745569596
ODAD2	0.971371788	0.495095641
ZNF354A	0.139637058	0.743018956
UBE2V2	0.224782336	0.476981496
GOT1L1	0	1
ZBTB43	0.565777964	0.199163033
XPO6	0.508427562	0.274357189
CCDC126	0.56101781	0.054837709
NPIPB12	0.781518047	0.178558958
OR10G3	0	1
RAB3B	0.093630526	0.876780193
OR6F1	0	1
RGS14	0.183842005	0.703046021
GCSAML	0.761799895	0.390657724
THBS3	0.275056926	0.280870629
NPIPB3	0.65359053	0.236426966
SH3TC2	0.336019545	0.736619814
ZRSR2	0.603985163	0.187095357
NMD3	0.043698289	0.891242963
ADRB2	0.841001578	0.180064302
KCNAB1	0.425054678	0.182465236
NR0B1	0.350524697	0.664167195
MINAR1	0.409973198	0.412197615
PDILT	0	1
UMOD	0	1
GP2	0	1
SIN3A	0.332458068	0.17998459
ARL13B	0.231424793	0.487216762
ELSPBP1	0	1
RNASE3	1.409905912	0.19980594
SCN9A	0.367921763	0.546441338
RASSF6	1.704175461	0.267873296
CD52	0.44902899	0.357989057
MMGT1	0.173848186	0.537038161
SPRR1A	0	1
OR4K14	0	1
OR4K15	0	1
HTRA4	0.88847966	0.245286148
PLEKHA2	0.385467636	0.3492169
SLC38A11	1.46405182	0.193980115
METTL15	0.025150601	0.944592976
ZNF280A	0	1
MUC15	0	1
CT55	0.49606481	0.875284827
ZEB2	0.040882382	0.916416262
GJB1	2.370607758	0.311805072
HINT1	0.1192293	0.585179026
VPREB1	0	1
CLIC3	1.457269265	0.020102914
INO80E	0.1228222	0.604072494
DFFB	0.567335619	0.097473492
NFU1	0.190415138	0.492164766
ANTXR1	0.011685877	0.979126005
GKN1	0	1
C15orf40	0.292054702	0.125917639
RAMAC	0.637350047	0.044577219
PROKR1	0.738203615	0.808116543
APLF	0.441192233	0.106245537
RGPD8	0.734948463	0.098507814
HIC2	0.274185928	0.379393683
LUZP1	0.224028855	0.262544188
HEXD	0.024440832	0.91551685
DRD5	0	1
BUB1	0.21152627	0.777266718
SPNS1	0.36198483	0.501499173
CHRNA5	0.069202693	0.947903459
GP9	0.220936373	0.844337136
CNBP	0.067761975	0.757264047
ACTRT2	0	1
LDB2	0.669737193	0.496585626
TMEM266	0.098481565	0.85895097
TAPT1	0.296813102	0.398989847
PRYP3	0	1
UGP2	0.06078538	0.893466529
TAS2R1	0	1
LINGO1	1.747534524	0.095910819
PRY	0	1
RBMY1F	0	1.00E+00
PRY2	0	1
CSGALNACT2	0.405207747	0.418505968
TACR3	0	1
GSX1	0	1
PCDH7	0.194373158	0.788179201
ONECUT1	0.45276193	0.778629078
P2RY1	0.165212492	0.844363225
CTNND2	2.139927197	0.289769302
MUC17	0.043574251	0.974978076
AHSP	1.132331454	0.71777855
WNT10B	0.918340112	0.212231032
CALML6	0.315962713	0.698502961
SYAP1	0.307591852	0.427383502
TM4SF4	0.405493062	0.586456323
S100G	0.4488894	0.836282701
OTUD3	0.146802694	0.726577541
OTUD7A	0.629431134	0.177194865
KLF13	0.422275716	0.224817086
ZFPM2	0.435666042	0.398565415
ZNF764	0.395258608	0.271342369
HSFY2	0	1
ZNF747	0.057916366	0.856672024
TAS1R3	0.691140031	0.130962131
MAP3K2	0.641114342	0.190500839
ZNF35	0.066027211	7.80E-01
TIGD4	2.214142745	0.150430474
IFFO2	0.680547828	0.116293225
CHD3	0.159193193	0.329099955
TMEM154	0.923662075	0.176977081
ZPLD1	0	1
SERPINA9	0.495355393	0.875464745
FAM153A	0.69096654	0.415742102
GPR37L1	0.715718473	0.259765331
SIMC1	0.025232521	0.949284541
ZNF778	0.548254706	0.043666164
NIPA1	0.032113274	0.886085469
HNRNPA3	0.194003681	0.423573148
HOXD4	0	1
CHRNB1	0.283703544	0.244959061
HOXD12	0	1
GYPA	1.732744223	0.480993884
USP38	0.283005909	0.348990451
SLC16A5	0.338360857	0.217624398
NANP	0.068039353	0.779506694
ANKK1	0.8679196	0.494860907
ADPRM	0.637521349	0.113514879
PWWP2A	0.104533936	0.736010359
USP50	0.515925064	0.353881936
USP47	0.321366535	0.429612088
PDCD6IP	0.002803918	9.88E-01
MRGPRX1	0	1
ZNF212	0.399500778	0.102507217
FAM161A	0.013925527	0.978233428
FAXDC2	0.426765943	0.1587845
HSPB2	0	1
C7orf33	0.495355393	0.875464745
CNGB3	0.76985173	0.540271419
GABARAP	0.504691382	0.28048943
LGALS9B	2.10524973	0.013887545
STX8	0.057615161	0.852223046
NFRKB	0.369734794	0.139015836
PRDM10	0.020744123	0.940544752
SMAD1	0.141145053	0.726438925
CST5	0.479606117	0.70525288
CST2	0.10508455	0.861392488
CST1	0	1
SP7	1.153947556	0.572333327
TCAF2	0.261960268	0.441960458
TMEM182	0.444826744	0.436598919
VSTM2A	0	1
KRT8	0.246251894	0.699349251
SDR9C7	0	1
KRT86	2.881079799	0.000688942
HARS1	0.144510599	0.439651887
KRT75	0	1
DENND5B	0.20952939	0.57207269
DNAJC18	0.211746363	0.541228534
KRT6C	0	1
RIOX1	0.216735896	0.381007892
SPATA24	0.240011852	0.625926895
RALGAPB	0.169890312	0.366530082
MZB1	1.549405387	0.008662978
SLC23A1	0.866315981	0.030236392
KRT72	1.186084061	0.275926062
HSD17B13	0.425896229	0.740627668
PA2G4	0.288783212	0.345146479
COX7B2	0	1
ELOVL6	0.011012915	0.982696555
KRT83	1.132331454	0.71777855
TMC7	1.726232326	0.229428806
IRX1	0	1
CDH2	0.220194667	0.645836687
EMB	1.110334491	0.057862675
OR9K2	0	1.00E+00
FOXA3	0.983582483	0.685171952
SGCD	0.182883842	0.753137938
ZNF16	0.556113597	0.072519338
RNF34	0.622215632	0.010964361
ACYP2	0.137933268	0.519608045
TRABD	0.273624254	0.423171799
ATF7	0.081255308	0.691553928
CAVIN4	1.239532045	0.254382579
OR10A3	0	1
ZNF296	0.464627809	0.573698889
HOXB9	2.237344627	0.24924013
KCNS3	0.09047092	0.895513549
RBMXL2	0	1
TPD52L3	0	1
OR10A4	0.495355393	0.875464745
DYDC1	0	1
CHCHD7	0.054219957	0.805091337
FOXN2	0.328508134	0.338898938
BFSP2	0.980556838	0.667623418
FSHR	0.170240335	0.85943322
CEL	0.915853295	0.121188026
PPM1D	0.591721771	0.021727761
GPR27	0.279409476	0.601986973
PSG6	0.13923624	0.794290647
KBTBD2	0.452736744	0.26954046
RIOX2	0.161409221	0.600717316
LSM3	0.130830617	0.579976142
KIAA0232	0.480988216	0.124582633
RNF139	0.37577298	0.157358011
PLA2G1B	1.66972839	0.594403909
MSANTD4	0.022286208	0.957875712
NDUFA3	0.256651809	0.517231303
OR7G3	0	1
OR7G2	0	1
TEX13B	0	1
PKHD1	0.495355393	0.875464745
OR1M1	0	1
DNAJC24	0.244212822	0.490665897
MBD3L1	0	1.00E+00
ZNF160	0.630248654	0.042224855
PGK2	0	1
OR8B12	0	1
ZNF415	0.438263286	0.449249049
CEACAM3	0.75608592	0.257021708
PDGFD	0.797054676	2.55E-02
PLAC1	0.27778295	0.790115948
S1PR1	0.910893046	0.013188626
HS6ST2	3.804895689	0.024460818
OR4D5	0	1
PKIA	0.324929416	0.378681906
FPR2	0.43295425	5.02E-01
FPR1	0.446178269	0.511291967
PATE1	0	1
OR13H1	0	1
SOX7	0.746858382	0.483103761
ALK	0.124144012	0.869753782
OBP2B	0.495355393	0.875464745
MFN1	0.308659468	0.449408307
HSFX1	0	1
NRTN	2.485425786	0.124324286
KCNMB3	0.72665582	0.1425928
FUT3	0.517505306	0.752192143
PRKCE	0.248769766	0.566492296
RLN3	0.956481133	6.46E-01
ZNF692	0.257429677	0.179862645
NAIF1	0.222882382	0.396030067
OR2M4	0.495355393	0.875464745
MUC7	0	1
OPRPN	0	1
SMR3B	0	1
TMEM126B	0.165654023	0.612393245
CSN3	0	1
UGT2B7	0	1
LRG1	0.209138697	0.753652174
NPTX1	0.580268545	0.611121073
FAM98B	0.300661125	0.307919765
ZNF439	0.530375578	0.254431012
ZNF440	0.047570754	0.877191662
KCNK3	0.383263278	0.488259124
ZDHHC16	0.132088662	0.590351723
CHST11	0.194154693	0.508021147
EXOSC1	0.463089866	0.085256314
CHD7	0.400128735	0.173245786
KRT15	0.170142685	0.93233556
LURAP1	0.790385292	0.325311458
KRT38	0.495355393	0.875464745
TPPP	0.510814953	0.230591683
KRTAP4-4	0	1.00E+00
XAGE3	0	1
KRT9	0	1
XAGE5	0	1
PDE7B	0.023328531	0.963862475
NAT1	0.097035988	0.850929217
KRT20	1.073133602	0.734212551
KSR2	2.077915434	0.304920733
KRT27	0	1
ZBTB26	0.323223099	0.388391322
CDK5R2	0	1
POLR1C	0.627366448	0.030499253
ASXL1	0.152991691	0.500072977
OR1L6	1.709394785	0.585325631
DLK2	0.514199836	0.17463488
ZNF562	0.105880698	0.649620079
ZNF318	0.446279532	0.122282122
ZNF561	0.322294027	0.187724378
WIPF2	0.442989462	0.082938882
HOPX	1.166275555	0.030217942
SPACA5B	0	1
OR1L3	0	1
NLRP5	0.941787458	0.403966248
LRRC8C	0.26384459	0.33410533
SPACA5	0	1
RSL1D1	0.205922835	0.309732944
LRRC8D	0.049892665	0.801720964
OR1L8	0.963662547	0.759325613
OR1N2	0	1
COL24A1	1.155248158	0.124750447
ETFDH	0.122550933	0.66953713
OR1N1	0	1
PTGER4	0.089733507	0.860120844
NEUROD2	0.007615329	0.994534036
MAP6	1.263590838	0.312281088
FGA	3.592757969	0.239665629
OR2AT4	0	1
FGB	2.919175142	0.106355495
PLRG1	0.07602382	0.620793934
RAB4B-EGLN2	0.495355393	0.875464745
ZNF584	0.13037694	0.697630997
DSCAM	0.495355393	0.875464745
NMUR1	1.676506901	0.002689832
ZNF274	0.270322655	0.257445355
PIK3CD	0.378512533	0.45984691
PTCRA	1.27307112	0.295008475
ENC1	0.380360672	0.445285599
SPSB1	0.122591704	0.75246607
BPTF	0.446803937	0.105051567
S100Z	0.063126452	0.946928763
ZIK1	0.273059954	0.292350584
GPR82	0.198738922	0.727274035
PLEKHG5	0.280277502	0.588927378
ATF7IP	0.506932175	0.046827279
LKAAEAR1	1.071924042	0.734502592
DEFB4A	0	1
SPATA46	0.447571734	0.837874141
VAT1L	1.370527067	0.071868953
CAMTA1	0.151297813	0.638439685
LGALS4	1.116653616	0.383289211
LRRC34	1.291272081	0.179930524
PAH	1.073133602	0.734212551
SYCE1	1.594553189	0.611760573
NXNL1	0.495355393	0.875464745
SLFNL1	0.312037313	0.41853546
BCL2	0.592483244	0.158204467
RHNO1	0.242149527	0.483136648
CTPS1	0.120525823	0.630629883
WDR87	0.495355393	0.875464745
ZNF540	1.104582555	0.043188649
ANGPTL7	0.46750525	0.385868838
EXOSC10	0.101125111	0.561002137
ZNF570	0.836919406	0.044696874
NINJ2	0.193599121	0.801555671
MLLT3	0.581850957	0.201175464
FAM90A1	0.649371432	0.523888672
IFNB1	0.15502291	0.927526158
RPS21	0.105999291	0.715134126
MRM3	0.235670405	0.32404061
PTEN	0.48532418	0.229062603
RNASEH1	0.165415339	0.519547098
ADRA1D	0.584413359	0.516986046
FRMD5	0.009555698	0.983489605
AQP4	1.073133602	0.734212551
LGALS9C	2.040617132	0.034313562
OR10H3	0	1
ZNF217	0.360826545	0.097674506
OR10H2	0	1
OR52A5	0	1
CYP4F22	1.788809677	0.102731393
PPIH	0.304255877	0.283551764
DRC3	0.64798846	0.073985463
ZNF57	0.244920143	0.715831438
SHLD1	0.317200501	0.312460227
JMJD1C	0.814874197	0.175114949
ZNF556	0.748734589	0.662008632
MAL	0.850027584	0.207245441
ZNF554	0.234589959	0.609667022
RAB33B	0.572382237	0.127826561
ANKRD20A4P	1.259620899	0.314200782
REG3A	1.073133602	0.734212551
GAP43	1.684030878	0.134128663
REG1B	0	1
EPHX4	0.236800284	0.839353252
ORMDL3	0.263414766	0.411473637
SERF1A	0.496030752	0.862469068
SMN1	0.563261325	0.143088802
MOB3A	0.117415855	0.794333233
KRCC1	0.234028299	0.614552203
CYCS	0.0731644	0.762337569
CD8B	1.324964934	0.075403469
SLFN12	0.001437073	0.996482752
CALB2	0.112036161	8.73E-01
SLC9C1	0.456038548	0.712981505
OR1A1	0	1
OR1A2	0	1
OR8I2	0	1
LCE1D	0	1
CCL11	0	1
FRMD3	0.516541862	0.201193304
SNTB1	0.086721221	0.81978262
MTBP	0.415059491	0.340167173
TEFM	0.342002682	0.279914217
MALT1	0.624648313	0.199606342
PRL	1.071251836	0.734663796
ISG20	0.357262414	0.539922922
OR4C11	0	1
OR8U1	0	1
OR4X2	0.495355393	0.875464745
GPR22	1.002535198	0.078001955
CXCR6	0.780299883	0.167571079
AZU1	2.329413096	1
ATOH1	0	1
CLEC7A	0.659846624	0.302192932
ZNF131	0.48347068	1.29E-01
MACROD2	0.256060374	0.608198084
HINFP	0.102941859	0.624000458
CDY1	0	1
OR10V1	0	1
TP53RK	0.403414831	0.122926346
B3GALT1	0	1
OR5A2	0	1
BPGM	0.147759417	0.653940628
STARD5	0.465878988	0.361276114
RCAN2	0.41174052	0.521132074
IL16	1.085343248	0.087269996
ABCG4	0.597413352	0.567508212
CDY1B	0	1
CFAP53	1.072773776	0.311205424
OR5B12	0.495355393	0.875464745
OR5B2	0	1
OR9I1	0	1
ARNT2	0.274748946	0.596411083
GNG12	0.16946538	0.739525596
MYOZ2	1.710487363	0.130439187
CLP1	0.541950849	0.091436373
INSL5	0	1
EFCAB3	1.073133602	0.734212551
TTC36	2.044524495	0.132217001
RSPH9	0.529873492	0.308301345
FGGY	0.212899497	0.464952109
OR9G4	0	1
IL17D	0.519628098	0.597529777
OR5AR1	0	1
OR5AP2	0	1
TCEAL1	0.2474987	0.5983618
ZNF24	0.403265743	1.09E-01
HSFY1	0	1.00E+00
RAB40A	0.348151321	0.590748507
OR8J1	0	1
OR5T3	0	1
ACOT12	2.118733156	0.094630871
CARNS1	0.963151502	0.016581077
BANP	0.1527085	0.721604247
CTSW	1.580136579	0.011746724
SNTG2	1.791687845	0.134279887
FNDC9	3.015358847	0.107403776
PDE3A	1.046226666	0.455814074
RASGRP1	1.273328785	0.067627292
AGAP5	3.398018059	0.01169667
WASHC2C	0.086748186	0.789729516
ZMAT3	0.248571382	0.230480852
ZFAND4	0.245910784	0.483873198
THEMIS	1.051980634	0.071682813
MOS	0	1
ZNF738	0.20712758	0.649368026
MS4A10	0.495355393	0.875464745
FAM71D	0.098794978	0.933598533
CCL19	0.49601816	0.858058313
FUT10	0.342305693	0.219232021
LRRC20	0.108408859	0.856034478
PURG	0.117683544	0.867493375
TMEM217	0.258769157	0.521386403
OR4D9	0	1
ZNF596	0.205828758	0.622329562
COL6A5	0	1
TMCC1	0.207125323	0.409894296
NAA16	0.569397442	1.06E-01
OR5B3	0	1
EFCAB12	0.393677864	0.303660176
OR10W1	0	1
PSME3IP1	0.062055155	0.785264235
RAB43	0.064660798	0.864628888
FADS6	1.751392007	0.145666279
RAB37	0.968596475	0.089962644
SNX32	0.203796724	0.360299218
RPL38	0.0376307	8.82E-01
CYP7B1	0.021101627	0.979354238
RARG	0.086050367	8.82E-01
CES4A	0.064817102	0.836162779
SSH3	0.140697534	0.594562186
CES2	0.0061405	0.981444461
SP3	0.746864606	0.089892738
KRT2	0.05466189	0.954321033
METAP1D	0.228483733	0.491612137
ZNF621	0.378997872	0.197363893
NADSYN1	0.027932754	0.922455599
NBEA	0.012647324	0.971675348
ANKRD13D	0.288224507	0.403565744
MRGPRF	1.215314054	0.355786778
OXSR1	0.130430375	0.675578873
PHF8	0.054988367	0.81223954
ADH6	3.317541944	0.063360385
KAT5	0.300908438	0.302788442
ARPP21	2.132548651	0.37093859
TADA2B	0.338206351	0.32894661
GRK2	0.00349914	0.99342431
RELA	0.297357617	0.27927082
EVC2	0.214187746	0.649061496
ZNF680	0.132573042	0.773142147
FAM222B	0.220111263	0.323334375
HPSE	0.4205637	0.197087747
COQ2	0.117245962	0.625057156
KDM2A	0.216148255	0.381552172
NOC3L	0.015935809	0.969552561
ADCY5	0.287782651	0.606240144
PARP14	0.197610354	0.662946329
CYSLTR1	0.367222002	0.561780372
PARP15	1.151640606	0.076490813
ABCD2	0.662820662	0.192910266
TUBB8B	0.495355393	0.875464745
VANGL1	0.031909137	0.926095292
IQCB1	0.534403712	0.065908996
GOLGB1	0.162355304	6.84E-01
LIPM	1.598560329	0.312705456
GPR151	1.386077053	0.170020799
DMRT2	1.071924042	0.734502592
ZNF483	0.623714139	2.21E-01
PLAC8L1	0.986368442	0.415721068
SLC2A14	0.178765697	0.770856796
SNCG	0.526467649	0.585444454
MZT2A	0.341006436	0.379068701
TNKS	0.153992848	0.550518679
ZNF449	0.490737737	0.181164727
ZBTB21	0.505361817	0.16278971
PPP1R3B	0.414201977	0.171606785
OR10K1	0	1
GPR148	0	1
STOX2	0.59311174	0.493103729
KCNK7	0.773201324	0.162613388
SFT2D3	0	1
IQCF1	0	1
GLIPR1L1	0.616881725	0.670464088
DAB1	1.758676367	0.081276036
SAA1	1.517652667	0.153597925
TMEM196	0	1
RNASE11	0	1
ZNRD2	0.109897002	0.646066404
AGR3	0.495355393	0.875464745
SMARCC1	0.155929516	0.346890834
ZNF417	0.897576296	0.007715062
FKBP2	0.572623842	0.514330581
TNFRSF10C	0.450494274	0.506695596
MOB1B	0.05130008	0.894859194
ZNF622	0.135630309	0.670171059
NABP1	0.282704827	0.663739525
ADGRF3	0.585834829	0.38132964
NLRP13	0	1
CHD2	0.332143014	0.435513134
CCR9	1.279305654	6.63E-02
SULT1B1	0.263700814	0.598673707
NUDT4	0.264578648	0.361701219
UGT2A1	0	1.00E+00
SCAI	0.353184505	0.269527773
GPRC6A	0	1
HES3	0.554016298	0.76952535
EIF1AX	0.078738176	0.785555342
SPDYE2B	0.332896844	0.71768272
OR1L1	0	1
BCLAF3	0.462075035	2.07E-01
ADGRG2	1.051147613	0.075247974
SPATA3	0	1
SUSD5	0.004176537	0.994559388
C11orf80	0.318287021	0.321698626
TOMM20	0.033442831	0.884472667
AGFG1	0.11473114	0.741996115
STAT5B	0.331930572	0.369032979
CD7	1.297564978	0.059953771
TOPAZ1	0	1
EIF1	0.197022509	0.480026659
TIGD3	0.149607362	0.7823033
KCNH6	0.579946515	0.825776877
MARCHF10	1.147963955	0.320160335
PHOSPHO1	0.594030366	0.403151751
ZNF791	0.518963772	0.110888369
PHC3	0.735183186	0.026564748
GPR160	1.057499942	1
KRT28	0	1
RBM4B	0.494733361	1.10E-01
HOXB2	0.439866298	0.46804671
MARCHF3	0.20902489	0.588338475
SWSAP1	0.047442615	0.910689115
SLCO4C1	1.145412644	0.076098063
RBM4	0.317990343	0.293423957
PIFO	0.391620713	0.550597646
UBXN2A	0.024255819	0.932512997
RAX2	0.793646432	0.224994558
TCAP	0.17061907	0.811650412
CEP19	0.070087609	0.829609946
FBXO45	0.040101265	0.861063496
CBY2	0	1
TENT5D	1.071924042	0.734502592
SLC25A30	0.271015074	0.179078611
C9orf131	0.103323384	0.818119498
MSRB3	0.276827629	4.31E-01
LEMD3	0.573494841	0.019575264
TLR10	0.91684057	0.224072063
TLR1	0.279201851	0.645041409
TLR6	0.834866307	0.156166502
RGMB	0.398328819	0.38196709
FAM53A	0.133696086	0.830086357
CYB561D1	0.347053081	0.191995706
TRMT10C	0.357221201	0.369028985
SELP	0.745628277	0.315018659
MGA	0.254201957	0.178511071
C12orf66	0.216191053	0.437639302
ARL13A	0.764747663	0.33695443
PRPF8	0.120483596	0.59242629
REP15	1.071924042	0.734502592
ZNF80	1.66693482	0.086075818
EVX2	0	1
ZBTB4	0.175899631	0.349553163
TNK1	0.843981813	0.095695501
SLC16A11	0.878649854	0.508679883
OR2Y1	0	1
PODN	0.675386868	0.525817903
EXO1	0.055826155	0.942314598
RALGAPA1	0.385427961	0.254596927
LIG4	0.145093094	0.7330461
TRHR	0.994094112	0.397792725
ABRA	0.454357955	0.711766729
ZWILCH	0.159864375	0.588943905
RPL4	0.238883414	0.274626607
GOLGA6L2	0.495355393	0.875464745
C12orf76	0.281061501	4.03E-01
ZCCHC12	0.075610042	0.916814553
CNTNAP2	0.507039878	0.246274603
LINGO2	0.01921928	0.965682331
BBS1	0.647291103	0.42842892
DENND4A	0.297312733	0.534152325
IGDCC3	0.556714549	0.603999158
GCSAM	0.082488594	0.859381537
ANKRD36C	0.740384166	0.120649912
MFSD4A	0.859222956	0.204561861
MYO1H	0.620784398	0.338119573
TMEM81	0.049435128	0.906551513
IL20RB	0.844020838	0.169415183
GOLT1A	0	1
AKIRIN1	0.085064026	0.745905388
MSL2	0.744328788	0.056741747
ANGEL2	0.278146723	0.310932204
UGT8	1.552145973	0.18120057
KY	0.405820193	5.63E-01
ZNF266	0.519929987	0.191475034
OR7D4	0	1
SLC29A2	0.047653645	0.873629267
BRSK2	0.270930135	0.558000177
RESF1	0.959953702	6.08E-02
LARP7	0.262311252	0.495770955
FGFBP3	1.018291362	0.217033388
NR1D2	0.087495214	0.844180752
PABPC5	0.751362213	0.32620339
RPL15	0.142322077	0.481732726
SRP72	0.131254269	0.524002033
PCP2	1.555616899	0.050934039
THAP6	0.385371883	0.375107511
CEP135	0.273652911	0.466656827
CD248	0.6775182	0.235576193
BTC	0.212970094	0.717095785
PDZK1	0.259199655	0.723019846
ADGRE1	0.298370598	0.664488992
DENND6A	0.377802252	0.15720639
PDE12	0.207973863	0.232385054
GLMN	0.665522067	0.070942296
DNAH12	0.465880458	0.595470213
AMY1B	0	1
NLRP6	0.627344252	0.368667337
RSRC1	0.292191523	0.33109195
CATSPERD	0.438901162	0.623875346
OR9G1	0	1
OR5M3	0	1
P2RY14	1.009731832	0.233416185
GPR171	0.740950861	0.441001177
GPR149	1.073133602	0.734212551
DHX36	0.200591735	0.604950961
OR5J2	0	1
OR10AG1	0	1
OR4S2	0	1
SLC22A1	0.215769776	0.775883276
TEX36	0	1
CHST2	0.391194007	0.297623982
ATR	0.209784356	0.392031776
UBE2C	0.121788306	0.903664214
DSG4	0	1.00E+00
GK5	0.19417219	0.530172283
VCPIP1	0.780974478	0.014664739
RTP1	0	1
PDIK1L	0.685993173	0.10931165
RAG2	0	1
TRAF6	0.502492788	0.152165362
ZNF654	0.54631104	0.207951952
MRPS22	0.191723301	0.447065574
PACS1	0.081642105	0.671395474
WFDC5	0.450646633	0.721196255
SH3BP5L	0.195638087	0.532716244
OR2T1	0	1
ABO	0.091225866	0.862585068
PPM1E	0.098029439	0.862650663
INHBC	0.438652374	0.733432552
PARL	0.068753392	0.799835923
DDIT3	0.211967233	0.651054224
ZNF408	0.26887893	0.374992298
ATG13	0.022881704	0.885810922
GAL3ST3	1.233286411	0.436208382
GOLGA8A	0.303827143	0.447217564
TP53I11	0.282395161	0.466920291
CENPS	0.66384763	0.581567265
PHYKPL	0.151902154	0.607561673
CST6	0.182364382	0.903404985
ZNF519	0.756530291	0.176967279
LSM1	0.200715346	0.548411992
PROP1	1.071924042	0.734502592
ISX	1.737808257	0.578858004
APOF	0.256508167	0.829430137
NRIP3	0.612356578	1
PTPN2	0.104229265	7.33E-01
SCUBE2	0.033595864	0.93110388
EIF1AD	0.595373796	0.059328205
SMAD2	0.118067794	0.541625371
EIF3F	0.06341202	0.770379803
ZNF25	0.234129935	0.591319254
OR10P1	0.495355393	0.875464745
CCDC14	0.267836553	3.53E-01
TBC1D10C	1.111580149	0.033053317
OR52W1	0.395862526	0.627761949
CLCF1	0.352107445	0.332164971
GPR152	0.639805321	0.527739614
UBQLNL	0.608106291	0.627446412
LIPT2	0.325552232	0.506787284
LONRF3	0.253551061	0.660517092
UCP3	0.39717253	0.411923375
MRPL48	0.079353448	0.797987175
RAB6A	0.235793653	0.381643625
ERCC4	0.234549361	0.474512809
OR4B1	0.494868273	0.867121782
RPS6KB2	0.33915612	0.295564327
PRM1	0	1
TEX26	0	1
ZNF77	0.13340367	0.602304299
CCDC197	0.533582208	0.661490063
KDF1	1.218774931	0.188499046
B3GNTL1	0.674964334	0.239286709
RBMXL3	1.153176901	0.661984831
MLXIP	0.028554402	0.881602042
TOMM5	0.705834689	0.097578348
PRIMA1	0.495355393	0.875464745
ZNF169	0.603184446	0.167246196
SFN	0.432272394	0.624424869
CCDC168	0.30971642	0.800604976
ETV4	0.190166638	0.755681471
GAPT	0.29715812	0.571795698
CALCB	1.273739064	0.300362516
TMEM270	0.494882813	0.858724403
ZDHHC21	0.185664733	0.592482284
DOK7	0.783228001	0.147515985
LRRN1	0.759690027	0.203004757
UBE2O	0.21182417	0.405161347
KLHL38	0.7966822	0.692878965
DENND2C	0.059553861	0.907189415
ASCL3	0.236473814	0.909534525
LYSMD3	0.667048742	0.133815754
ZNF613	0.59112774	0.115508628
C11orf16	0.411448296	0.726926548
TMPRSS7	0.495355393	0.875464745
JAKMIP2	0.154993591	0.787304742
MBLAC2	0.036600614	0.941078727
ZNF683	1.723699036	0.062240045
CRYBG2	0.228256115	0.797871939
IP6K1	0.062532753	0.79248874
CSTF3	0.080921659	0.773966611
YES1	0.236649182	0.610167008
TMEM39A	0.067632753	0.753279353
TCP11L1	0.11034078	0.721068655
GPX2	0.694899123	0.154966606
HSF5	0.872005681	0.447010646
FOXG1	1.399363143	0.073172282
ENTHD1	0.495355393	0.875464745
CIDEA	0.495355393	0.875464745
OR11H4	0	1
OR4D11	0	1
