"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ECSIT",-0.553111581919376,9.19678884636986,-1.78236724029738,0.101731467708654,0.380942508952319,-5.03844302498549
"IQCC",1.28058215179519,5.2490906392785,1.78219431269026,0.101760887463383,0.381006857714288,-5.03869761876796
"LINC03125",-1.08375792682799,1.77586396370246,-1.78184455555951,0.10182041432701,0.381132120986472,-5.03921250965024
"ABCA7",0.606852566578542,9.47114464234021,1.7817939295479,0.101829033223247,0.381132120986472,-5.03928703356242
"CD101-AS1",0.794800958293411,1.99285646384669,1.78178201794338,0.101831061226957,0.381132120986472,-5.03930456784602
"FAM86EP",0.624461231433066,5.577776227396,1.7816106390571,0.101860243290635,0.381195526507676,-5.03955683624692
"LINC03008",-1.02585660338899,2.24169953964944,-1.78139046345423,0.101897745468112,0.381290049732879,-5.03988091355021
"RAB15",-0.896016324322344,7.99557752479243,-1.78062193831431,0.102028745104127,0.381695415026024,-5.0410119367791
"NCBP2",0.538140498399391,10.0881650606846,1.78056801979832,0.10203794154926,0.381695415026024,-5.04109127755954
"CENATAC",0.520235642785114,7.63852392498084,1.78053924703958,0.102042849392796,0.381695415026024,-5.04113361596708
"ZMIZ1-AS1",0.619804424597183,4.50983175960427,1.78043057478922,0.102061387824599,0.381718906660823,-5.04129352113335
"SELENOO-AS1",0.925871324015921,3.1458727091694,1.78025346610556,0.102091607376372,0.38178607586168,-5.041554115246
"SIKE1",0.498594680102277,9.08605742222082,1.78013822523078,0.102111274945737,0.38181377303197,-5.04172367069786
"DCAF5",-0.688392968724935,9.9948849644658,-1.7799932483763,0.10213602226983,0.381860455454739,-5.04193696855684
"GET4",0.833551758453046,6.25108031518771,1.77981979015398,0.10216563844712,0.381925327880349,-5.04219215725214
"ATP8A2",-1.20804343895493,6.39372873485503,-1.77967630570735,0.102190142785341,0.381959348307528,-5.04240323875607
"PRPS2",0.699339010102943,9.29939705085464,1.77952431957088,0.102216104843266,0.381959348307528,-5.04262681701595
"CERCAM",1.11581390178311,9.44026041193431,1.77948942613437,0.1022220661329,0.381959348307528,-5.04267814531147
"TMX2P1",-0.632164463885394,5.49484207600394,-1.77947926313717,0.102223802466119,0.381959348307528,-5.0426930949913
"GABPB1-AS1",1.01213237866084,6.92378491008376,1.77936164193022,0.102243899818276,0.381973058930031,-5.04286611135128
"RN7SL5P",0.878463484555752,0.839231742277876,1.77927263199907,0.102259110878856,0.381973058930031,-5.04299703743667
"AJM1",0.793213874750036,6.84309628584619,1.77924145078854,0.102264439973706,0.381973058930031,-5.04304290151273
"TMPRSS2",-1.74108719176267,10.0258075920065,-1.77914868877857,0.102280295158489,0.381973058930031,-5.04317934145775
"SORBS2-AS1",-1.32146606274992,1.46073303137496,-1.77897156514838,0.102310575881281,0.381973058930031,-5.04343985471657
"YWHAZP4",0.942849103533224,1.18841705191084,1.77895027819861,0.102314215603852,0.381973058930031,-5.0434711625839
"GDF15",-1.06905353222703,8.51943846383629,-1.77875648166975,0.102347357047754,0.381973058930031,-5.04375618016357
"TMEM38A",-1.00612695712701,6.73495678389127,-1.77872367287251,0.102352968691637,0.381973058930031,-5.04380443054988
"GALNT13-AS1",-0.916992500144231,0.858496250072116,-1.77859682412222,0.1023746676246,0.381973058930031,-5.04399097657059
"LINC01800",0.916992500144231,0.858496250072116,1.77859682412222,0.1023746676246,0.381973058930031,-5.04399097657059
"GSTCD-AS1",0.916992500144231,0.858496250072116,1.77859682412222,0.1023746676246,0.381973058930031,-5.04399097657059
"C11orf52",-0.916992500144231,0.858496250072116,-1.77859682412222,0.1023746676246,0.381973058930031,-5.04399097657059
"SNX18P3",1.11905149628981,2.27651824828913,1.77849781895854,0.102391606483196,0.381990490701655,-5.0441365702496
"NME2",0.972741602556599,5.06136752093071,1.77833957213802,0.102418686298701,0.38204574644724,-5.04436927349483
"IFT25",0.804976167690612,8.14376784405571,1.77817980031548,0.102446033648344,0.382068318829593,-5.04460420774515
"ZFP37",-1.36832306231689,4.94662113472399,-1.77816085861084,0.102449276243645,0.382068318829593,-5.04463205954303
"PKD1P6",-1.13955708618527,7.35692263881385,-1.77701751377947,0.102645175266237,0.382753054459419,-5.04631292714284
