"ID","B_cells_naive_CIBERSORT","B_cells_memory_CIBERSORT","Plasma_cells_CIBERSORT","T_cells_CD8_CIBERSORT","T_cells_CD4_naive_CIBERSORT","T_cells_CD4_memory_resting_CIBERSORT","T_cells_CD4_memory_activated_CIBERSORT","T_cells_follicular_helper_CIBERSORT","T_cells_regulatory_(Tregs)_CIBERSORT","T_cells_gamma_delta_CIBERSORT","NK_cells_resting_CIBERSORT","NK_cells_activated_CIBERSORT","Monocytes_CIBERSORT","Macrophages_M0_CIBERSORT","Macrophages_M1_CIBERSORT","Macrophages_M2_CIBERSORT","Dendritic_cells_resting_CIBERSORT","Dendritic_cells_activated_CIBERSORT","Mast_cells_resting_CIBERSORT","Mast_cells_activated_CIBERSORT","Eosinophils_CIBERSORT","Neutrophils_CIBERSORT","P-value_CIBERSORT","Correlation_CIBERSORT","RMSE_CIBERSORT"
"E250046465_L01_250204004425020400441AA030B39J27",0,0.359717487387059,0,0.0856100041791414,0,0,0.0345112696808201,0.0917395585892719,0.00448038208678667,0,0.0844483629705724,0,0.0242569634802299,0.156865097444135,0.0908194352927954,0.053816813046833,0,0,0.0137346258423557,0,0,0,0.005,0.377225380434805,0.929579338713552
"E250046485_L01_250204002825020400281AA037B39J28",0.264133666297366,0.151425898434155,0.00157349117453676,0.234218134945188,0,0,0,0.126757848023816,0,0,0.0986719320535547,0,0.0216005114735174,0.0606028020751515,0,0.0272358959520487,0,0.0107828865708943,0,0.00299693299977134,0,0,0.00600000000000001,0.333288060436762,0.968814217770108
"E250046485_L01_250204003225020400321AA035B39J28",0.100510353685993,0.311791311489541,0.299688604606513,0.00275914857790438,0,0.068008399080689,0.00887869030188222,0.0708389058221369,0,0,0.0364160246259875,0,0.0202888404670887,0.0211690238305814,0,0.0496086707481537,0,0.0085697561574227,0,0,0.00147227060610598,0,0,0.724299036355239,0.689068415563294
"E250046485_L01_250204003525020400351AA041B39J28",0.122838308326248,0.0364655008563364,0.0757102324953561,0.178393059151617,0,0,0,0.173292766125083,0.0672106198648459,0,0.0909808062511794,0,0.0123397135722302,0.121130537307994,0.0609003334257016,0.0607381226234081,0,0,0,0,0,0,0.002,0.477601505866808,0.877758205312733
"E250046485_L01_250204003625020400361AA040B39J28",0.66356685529474,0,0.157364805752936,0,0,0.0577642641065029,0.00478809120077028,0.0122123103872898,0,0,0.0706459780431736,0,0.012190610710527,0.00539731363404035,0,0,0,0,0,0.0120853555492535,0.00398441532076659,0,0,0.616110009090533,0.814963705901341
"E250046485_L01_250204004225020400421AA031B39J28",0.453013724324052,0,0,0.016510894820231,0.174529147440178,0.16157333796134,4.45036407654565e-05,0,0,0,0.0511221994026036,0,0.0228435690621306,0.0726280853754021,0.00392572050617194,0.0128677310658769,0,0.030941086401248,0,0,0,0,0.002,0.465972008282767,0.891108866110187
"R.C1CR.JSL",0.13050757864459,0.522258975505611,0.0235703473686546,0.0210659782722515,0,0.0375000776003756,0.029041850443655,0.0285787186587823,0,0,0.0315812648709747,0,0,0.14999857633926,0.0163070330342546,0.000157130601437232,0,0.0094324686601537,0,0,0,0,0,0.7117005261569,0.70460321579061
"R.C2CR.SY",0.390075602243477,0,0,0,0,0.308169862772968,0,0.0575786318424908,0,0,0.110414500254335,0,0.0799343627504971,0.00433982680576814,0,0.000594398269033773,0,0.0293391113312484,0,0.00132994427481142,0.0182237594553707,0,0.173,0.0795368052858955,1.10094166811276
"R.C2CR.SYZ",0.0927022300428364,0.37722657195653,0,0.00667618106317097,0,0,0.0306577007968841,0.000591455851168694,0.00306100282027878,0,0.0301990481549468,0,0,0.225260411077704,0.102458041739481,0.0644571265687052,0,0.0406562609665752,0.0260539689617202,0,0,0,0,0.632613415955098,0.779476102844045
"R.C2CR.WRN",0.44512509149845,0.143432394727792,0,0,0,0.174221268982474,0,0.0232072182031743,0.0055056916417332,0,0.0819927463588873,0,0.0409757866562286,0.0333941964396897,0.0341994653184139,0.0115519361202793,0,0,0,0.00639420405287771,0,0,0.005,0.360985990635373,0.97093315235602
"R.C2CR.ZJB",0.129188577685083,0.485624983454845,0.00760099705359807,0.0262660507789173,0,0.0219016718971508,0.0256706346713141,0.037507601833808,0.00693401034668215,0,0.0985688047176025,0,0.0253614941663326,0.0795654217176619,0.0272445093122058,0.0118963845906348,0,0,0,0.00506296351983882,0.0116058942543259,0,0,0.5374345690244,0.845963345512012
"R.C2CR.ZJP",0.140854456230809,0.359259820422802,0,0.0255530410723945,0,0.0405133706517555,0.00329703038404081,0.0673336202612833,0,0,0.0212960705759564,0,0,0.295979394466885,0.0150252010990412,0,0,0.0233298889977815,0.00755810583725129,0,0,0,0,0.62757203976049,0.780915865550065
"R.C2PD.WXN",0.460138610191703,0.145541518674197,0,0,0,0.0999944657649297,0.000436360759833076,0.0177823308348382,0,0,0.12044400397435,0,0.0340048362118222,0.0856596454309883,0,0.0176465724915788,0,0.0113540141624897,0,0.00699764150327011,0,0,0.004,0.419791106915562,0.933038501380994
"R.C2PR.AKX",0.116380857644712,0.459067440740031,0,0.0256477574147018,0,0,0.016522442952587,0.0279464615632065,0,0,0.0364223634386472,0,0.00415583995778909,0.12504619699517,0.0269747736300533,0.0328945617171985,0,0.119629331414157,0.00931197253174644,0,0,0,0,0.526221441861416,0.851253159857455
"R.C2PR.CYF",0.217897013063956,0.580983919546534,0,0.0542594540548538,0,0.0510321956837843,0.00513607281158013,0.00971509786596138,0,0,0.0429784681543469,0,0.0157781458799368,0,0,0.0216977472812446,0,0,0,0.000521885657802894,0,0,0,0.66596156412492,0.75149301976555
"R.C2PR.CYP",0.427908791130032,0,0,0.00801750008351162,0,0.0800601489160045,0.0698579350659053,0.0637539429657425,0.0167294054574498,0,0.0782690162782128,0,0.00790072097695152,0.150621969135715,0.0205790685441605,0.0597185279952161,0,0.00607885765190987,0.010504115799188,0,0,0,0.002,0.466122727541291,0.885699307189243
"R.C2PR.WY",0.19347976628453,0.258671565736932,0,0,0,0,0,0.0825535245863139,0.00840430022002552,0,0.00472779046098702,0.0259093637619042,0.0143461818166581,0.0362972318823198,0,0.112750638496498,0,0.197078143243023,0.0269436731272396,0,0.0388378203835693,0,0.005,0.381029461824205,0.932767391819089
"R.C2PR.ZJ",0.32615752073136,0.34656437492975,0.133202558428627,0.0012550087690097,0,0.0306655746413487,0.0132202460542643,0.040835257323377,0,0,0.0677025886945761,0,0.000195744134749259,0,0,0.028555704021658,0,0.00850991206848731,0,0.00313551020279377,0,0,0,0.679835731590746,0.737945227271582
"R.C2PR.ZXN",0.535183812667119,0.194921238846615,0.0748431736850216,0.000815910635447712,0,0,0.0889321290200539,0,0,0,0.0353875968574396,0,0.00639704816407947,0.0160831396350362,0,0.0317577166400504,0,0.0105347719965999,0.00514346185253723,0,0,0,0,0.733595421981535,0.680676083323896
"R.C2PR.ZZL",0,0.144499236702658,0,0.117979935349895,0,0.0638046966570472,0.0497895420042912,0,0,0,0.0449607129447743,0,0,0.257587697563764,0.0429311682957477,0.0369255577604786,0,0.215163376025538,0.026358076695806,0,0,0,0,0.629297766877364,0.794229953240664
