"ID","aDC_xCell","Adipocytes_xCell","Astrocytes_xCell","B-cells_xCell","Basophils_xCell","CD4+_memory_T-cells_xCell","CD4+_naive_T-cells_xCell","CD4+_T-cells_xCell","CD4+_Tcm_xCell","CD4+_Tem_xCell","CD8+_naive_T-cells_xCell","CD8+_T-cells_xCell","CD8+_Tcm_xCell","CD8+_Tem_xCell","cDC_xCell","Chondrocytes_xCell","Class-switched_memory_B-cells_xCell","CLP_xCell","CMP_xCell","DC_xCell","Endothelial_cells_xCell","Eosinophils_xCell","Epithelial_cells_xCell","Erythrocytes_xCell","Fibroblasts_xCell","GMP_xCell","Hepatocytes_xCell","HSC_xCell","iDC_xCell","Keratinocytes_xCell","ly_Endothelial_cells_xCell","Macrophages_xCell","Macrophages_M1_xCell","Macrophages_M2_xCell","Mast_cells_xCell","Megakaryocytes_xCell","Melanocytes_xCell","Memory_B-cells_xCell","MEP_xCell","Mesangial_cells_xCell","Monocytes_xCell","MPP_xCell","MSC_xCell","mv_Endothelial_cells_xCell","Myocytes_xCell","naive_B-cells_xCell","Neurons_xCell","Neutrophils_xCell","NK_cells_xCell","NKT_xCell","Osteoblast_xCell","pDC_xCell","Pericytes_xCell","Plasma_cells_xCell","Platelets_xCell","Preadipocytes_xCell","pro_B-cells_xCell","Sebocytes_xCell","Skeletal_muscle_xCell","Smooth_muscle_xCell","Tgd_cells_xCell","Th1_cells_xCell","Th2_cells_xCell","Tregs_xCell","ImmuneScore_xCell","StromaScore_xCell","MicroenvironmentScore_xCell"
"E250046465_L01_250204004325020400431AA039B39J27",0,1.5921849741898e-18,6.45476937610676e-18,0.853371205735134,1.3787552708911e-17,0.0353950876491579,7.76842331821996e-18,1.09482377744821e-17,0,1.15175165767629e-19,0.014344064314812,0,0.00654794396564057,2.29610119242873e-17,0.0167860420596361,2.21776582638711e-17,0.0818733452036681,0.299535572139358,0,1.75961199674363e-18,0.00106353361009955,4.35254824804652e-18,0.0016178469561106,1.14420459085382e-18,0,3.41041111120883e-18,0,0.198390503385089,0.00266294670430944,0,0,0.00301529210565087,0.003814984509554,0.00362147357094576,0.0451188559190166,0,0.00162924007169317,0.163062810446111,0.0924390470007851,1.11574922639931e-18,0,4.69548098139365e-17,0.0252902531827074,4.68547325969321e-19,0.00868714686099822,0.23925748174876,0.000544697834538093,2.70055863407336e-18,4.2373856932546e-17,0.0280063940291765,0.067323887650422,2.45632329362821e-20,1.07560201995875e-18,0.0396745864345165,4.99401006875464e-18,9.54900116408769e-18,0.166052353816496,0,0,0.427705739690531,1.53426795076515e-17,0.167994587442368,0.093392004882153,0,0.601003569173201,0.000531766805049774,0.601535335978251
"E250046465_L01_250204004425020400441AA030B39J27",0.208829988302883,8.90120152475809e-20,0,0.843376005756419,2.18412143944767e-17,0.0609737739093293,0.119912806768204,0.0297337144680731,0,1.14819221159673e-17,0.0215211980947759,0.238356163237167,0.258104236769562,0.0814062981335239,0.051175486485878,0,0.191625456126356,0.0736550403075751,2.0285070430165e-18,5.72780049112215e-19,0.00449036462517949,0,0.00163811120658287,1.38595483403262e-18,0.010137054303159,6.16747898404533e-18,7.58230115843667e-21,0.0013360181509633,0,0,0,0.0700734555653828,0.0760783083271939,6.59277632764323e-20,0.0189829589180209,0,0.00525458217690115,0.204671841993954,0.00260995466323472,0.011738623946244,3.10043470156546e-18,1.30934152812496e-17,0.0276632238878215,0.00218557755511887,1.74273954578456e-19,0.167946472945916,3.81246149421718e-05,0,0,0.048943669304859,0.0171227835994909,0.0176275956594194,0.0572832994271119,0.00873497439958384,2.7776450615012e-18,0,0.0925673861695775,3.38106452503112e-20,1.58834498895213e-18,0.09310264262991,0.0607862684969534,0.127895615751301,0.168914929831523,3.3008165279991e-17,0.800348198630042,0.00731370946416926,0.807661908094211
"E250046485_L01_250204002825020400281AA037B39J28",0,4.76256994110416e-19,0,0.737995981829342,0,0.0133562301596505,0.0056005361842529,2.69013122181709e-18,0,8.68314224971342e-18,0.0134346038147398,0.109787042209185,0.122702854627241,0.00700157368618433,1.68148905848368e-18,5.10152708373757e-19,0.103823369534292,0.052554460629606,0,0,1.95893518620622e-18,0.0167685449581624,0.362336733993639,3.16538057806488e-19,0,0,0,0,0.00220848059298685,0.0270575707520494,0,0,0.0058932235527058,7.53490392310369e-19,0.00988063025080022,0,0,0.166605869411617,0.0433891287438085,0.0246803395594463,0,0,0.0883129786545754,6.21605728818378e-19,7.09774170421172e-23,0.196994625749866,0,0,0,0.0550162487127906,6.26700855920087e-19,0,0.00239273890889642,0,3.76472284390543e-18,2.33845817201719e-18,0.108260934322346,0.00397308681054329,0,0.0184180975995125,0.000239945148965497,0.105215988868498,0.0709218051387552,1.3575151355077e-17,0.582954799498327,1.21759609015832e-18,0.582954799498327
"E250046485_L01_250204003225020400321AA035B39J28",0.105637643515839,0,6.33420287961507e-18,0.756986100971914,0,0.0728766915351099,0.0114355539306386,0,0,0,0.0265415464549322,0.00673453728324139,0.0384763528023364,5.75529059635685e-18,0.0966261224674182,0,0.213482483525992,0.219255250697054,0,0.0092840557825042,0.0283562932426555,0,0.00581104802435735,1.65947486655914e-18,0,0,0,0.039416460504044,0.265524723568042,0,0.00317924612196559,0.0417618964069245,0.0363789814189007,0.0129582273791779,0.028732891721418,0.000147676070485395,0.00541901149841806,0.203646938827581,0.0347700814303543,0,4.43032287214578e-18,3.5901023449847e-17,0.153412091577242,0.0105256333545659,0.00228772383798833,0.152292633784284,8.53520723152389e-05,1.46336177738257e-17,9.61003114648277e-18,2.7133892079322e-22,1.18770016392407e-17,0.00155204403199539,0,0.157471407258688,2.83893171375696e-19,7.90813565115641e-19,0.109233594888094,0,3.59314296583428e-19,0.432192992156084,0.0388314913353366,0.0887162916906807,0.11836219443748,6.47035335193917e-18,0.562332988110668,0.0141781466213278,0.576511134731996
"E250046485_L01_250204003525020400351AA041B39J28",0.24890556374708,0,1.06048928658366e-18,0.535762790164126,0.0324272712085922,0.0221486455736879,0.164418269633299,0.0371502085655417,0.0745450435991382,0.0100094426280862,0.0163281288559326,0.260825016284304,0.191393712888969,0.080785182260654,0.114684817233157,0,0.156234103644165,0.0272789433947074,6.88709179564727e-19,0.0133742321461227,0.10709031660774,0.0153655049075055,0.00760667809451671,0,0.166974819859908,3.50765362829087e-18,1.52327729236157e-20,0.0576413115173503,0.244745737718774,1.96737167336198e-19,0.0666820033264719,0.0791459864439195,0.10231417721761,1.58327494761467e-19,0.0131313180801974,0.00253896447324543,0.00706391309607937,0.134945721848137,0,0.0475193060735074,0.0376256874952671,0,0.154218090438929,0.0792648249612378,0,0.100085065683713,0,0,1.12224029940098e-18,0.0680503870859827,0,0,0.038118631963386,0.00239591029211366,2.0055046550656e-18,0,0.0514384968275187,1.77949610162653e-19,3.10402753937458e-19,0.0128435528999559,0.0583906350087559,0.0957400122707473,0,4.27480058034885e-18,0.661587162724656,0.137032568233824,0.79861973095848
"E250046485_L01_250204003625020400361AA040B39J28",0,0,0,1.01285059860258,0,0.0281334501577002,4.33636310822131e-19,4.42653883116829e-17,1.93508770819874e-17,0,0.00520197313640825,0,4.66413203848698e-18,0,1.10247167798649e-17,2.95479887672475e-18,0.254985863767536,0.218522522225376,0,4.84713297893096e-18,0,0,0.00109058718750613,2.04145234674166e-18,0,1.31049888230424e-17,0.00118728389435007,0.0705461901933113,0,0,0,2.32149901451307e-18,0,0.00249781233390063,0.0322055717880077,0,0.0012370165987914,0.222809353188284,0.0949324451602536,0,2.0239451931347e-18,0,0.0675698788846584,0,0.0159571048593037,0.215275942783159,0.00110670685923346,0,6.52079298199059e-18,0.0550408379654086,0.0540029523903361,0.00226571293759448,0.0152751352285917,0.0315635057812932,9.82060206343797e-18,0,0.223518981709881,0,0,0.275080611212187,0,0.197042476785972,0.0484191007052557,1.26649679825485e-17,0.696704113593726,0,0.696704113593726
"E250046485_L01_250204004225020400421AA031B39J28",0.253838931025283,1.09356784331286e-19,9.39999308086735e-18,0.938123641231591,6.11329233219862e-18,0.0847758940902668,0.192915673272061,0.0452712134843257,0.033663778168926,0,0.0207606035392504,0.195427177088876,0.0910373457934511,1.36665282768692e-18,0.143024855021029,0,0.191858120088183,0.114634215526151,1.7630859169915e-18,0.0107909130021551,0.0195880015268775,0,0.00339889413721857,5.05699072934429e-19,0.00143038482306912,0,2.09714147275022e-18,0.0105708851215437,0.0557254008210686,3.35397153129017e-20,0.00867826466810246,0.0269323072375856,0.0355453688118721,0,0.040883829047883,0.000127717393880738,0.00490493846249398,0.323700710674431,0,5.35602094761907e-18,0,0,0.24247882401691,0.0258156554471178,0.0338417871548785,0.221026224174516,0.000184808539985206,1.91381564439484e-18,2.88339820846135e-17,0.0623860230683687,0,0,6.58829893010729e-18,0.0297401277054985,0,8.7673472816774e-18,0.0883180846247136,0,0.000602072192392495,0.141563794214023,0.0404538250593373,0.0404042716776498,0.0470103636303493,0,0.838286054061611,0.0105091931749733,0.848795247236585
"R.C1CR.JSL",0.172145950586225,1.38245256609386e-19,0,1.06977060510782,0,0.0920769771275709,0.0122966058447918,0,0,0,0.0285785891203681,0.0552110670993683,0.0984463994747478,6.98759144477101e-18,0.153962628810312,0,0.276647014851621,0.256589512323081,9.30747257093485e-18,0,0.00406927325596859,0,0,1.18057246237484e-18,7.65105709385466e-18,3.05276109182521e-17,0,9.44104413323361e-21,0,0,0.0013749678410081,0.0362313310408577,0.0547688357156086,0,0.0217582400551064,0.00119355353040451,6.65248311094873e-19,0.339216595298661,0.00196898442486233,0,1.4398174809783e-17,0,0,0.000100215566215902,0,0.15551755424284,0.00025220884320962,6.26481709424979e-18,0,2.43822182894831e-18,0,0.00875124257137259,1.5398297206668e-17,0.0245487178322913,5.04190469639566e-18,0.0360224613693182,0.120425222659334,0,0,0.437069802632848,0.0327283487187664,0.213021433227417,0.0756460708840685,0.0182922768052998,0.788647495535437,0.0020346366279843,0.790682132163421
"R.C2CR.SY",0,0,1.34616794157718e-17,0.468598072600622,0,0.0734581451641794,1.27383893099178e-17,5.90102870731081e-21,0,5.26528705146522e-18,0.0131363477868262,0,6.78086958183698e-18,1.24954860910123e-18,3.16887405350338e-19,6.14079545048594e-18,0.0839198336411764,0.580027106312289,0,0,0.0221137814158994,5.56515497220375e-18,0.00219531335602547,3.20370933550921e-18,3.22814801408922e-17,1.54798755905691e-18,5.2632024346331e-18,2.86171208181593e-20,0,0,0.00466170657066095,7.84053900674513e-20,0,0.00133546936711099,0.0212844495135261,0.000864870376054352,1.61996296544837e-20,0.0891172626482596,0.0348194016337895,1.19880488885727e-17,0,2.31287506299922e-18,3.94690119006248e-19,0.00263298855351803,0.00447808306237792,0.0964716645786811,0.00225795794369735,0,0,9.65913553676926e-19,2.92964787474661e-18,0,0,6.9122193670543e-20,0,0.0504303311207954,0.248144511091164,0,0,0.551164831475055,3.43427673623173e-18,0.180513141263366,0.172363453405055,5.91737117162039e-18,0.326588348076099,0.0110568907079497,0.337645238784049
"R.C2CR.SYZ",0.575594271415961,0,0,0.700489966148062,0,0.100141920267217,0.0124539295359395,9.45115799796521e-20,7.5449396352942e-18,0,0.0130757778371701,0.0419842147968488,0.0479393250423671,0,0.152988432718799,0,0.194548838384718,0.218058520305906,0,0.0608652058217288,2.42295325804001e-21,0,2.08605066592971e-19,0,0.0177657510083002,0,4.25490739875972e-18,0.116714733490996,0.31333354637501,0.000749193909381803,2.05644588248199e-19,0.0906537510079872,0.0922331972765464,0.00607288332924818,0.0231167308730297,0.00258949516396795,0,0.120770670708981,0.0241219151551716,0,0.00199604370887684,0,7.74382640588981e-18,0,0,0.115961981875881,0.000175549025192095,0,6.5413278049214e-18,0,0,0.0430064450110024,1.79582284254999e-17,0.0470846650470869,0,0.0745559404999849,0.0606707668188645,0,4.98395889540148e-19,0.475970648465435,0.0413280991465199,0.107124450147469,0.158392662038696,0.00919380021014677,0.612737274904355,0.00888287550415009,0.621620150408506
"R.C2CR.WRN",0.0140889617763411,7.08096160377173e-19,0,0.993461831607419,0,0.0760429881385333,3.78389593368879e-17,4.87212037877356e-18,1.34650394430322e-18,0,0.0284391357312191,0,0.0380548534852398,1.1625272150111e-17,0.0240106402417203,0,0.117424891996625,0.464476339102194,1.03646786859758e-18,3.04980786034226e-18,0.00184926328284575,0,2.28071209131594e-21,1.32897345411741e-18,0.00841172013807271,3.79444524753895e-17,0,0.0647020683274065,0,0,2.49552219859563e-20,0,0.00693141849966116,0,0.0154283391347419,0,3.42461901586981e-20,0.250869953365025,0.023581823297067,1.04794830761514e-17,0,0,0,1.33231407133233e-19,0.00361315032470986,0.215311470762216,0.000809155841969692,1.57296201352479e-17,0,0,0.00690593920726059,0.000384727173868999,0,0.0416775007439521,0,0.0124427031036904,0.324215740602915,3.11834616749547e-20,5.25847620630991e-19,0.434482904792047,5.87232876174582e-19,0.163479322340566,0.174470478713113,0,0.672593447161441,0.00513049171045923,0.6777239388719
"R.C2CR.ZJB",0.113102016719995,0,7.4103901233873e-18,0.692693784998867,1.67861149965905e-18,0.106246935469783,0,0,3.59107630895714e-18,0,0.0144203872705786,0.0368870041272964,0.0855921996476039,6.0398735083001e-18,0.0248919006351007,0,0.25655448662134,0.259534867575319,0,0,0,0,0.00239638209371291,8.60524888456035e-20,0,0,6.61440767644692e-19,0,8.20522882251194e-19,0.00064532755849242,0,0.02209882924549,0.0177189833758007,0.00622508037631978,0.0326806166650347,0.000595386961225697,0,0.166470642100018,0.00156373892736202,1.6346610146451e-19,1.16680706705678e-17,0,0,1.61126501282391e-18,2.07086639889617e-19,0.128620657736919,0.000500083722912095,1.58118444454247e-18,0,0.00239419875637884,7.290308756371e-19,0.0542550730006219,0,0.0149753889495346,4.21280682200162e-19,0.0377679437799948,0.142131432497208,1.68252102719443e-19,3.47037853728614e-19,0.439938908164283,0.0510134358972195,0.136261433581703,0.210515732428047,0.00329387839113322,0.522906823357792,0,0.522906823357792
"R.C2CR.ZJP",0.050741598575938,1.14686146775826e-18,2.45983716899107e-17,0.721805037422238,7.19415996579448e-18,0.0840721432924763,0,1.04874678152024e-19,4.27727897794519e-18,0,0.0235054812909727,0,0.0486557081942317,0,0.053180452785325,0,0.196316185023811,0.353341616414859,0,1.9499059612882e-18,0.00259647767671027,1.41444143691231e-17,1.34887134766122e-21,0,0,0,0,5.06245374731658e-18,0,0.000168769994769185,0,0.064466069478612,0.0639114468170792,0.00177430321695416,0.0370836952936123,0.000847206615427593,0,0.226954573604837,0.0447752052113888,1.51481941611612e-18,0,0,0,2.61860113510217e-19,0.000417402711592714,0.0994226201661319,0,0,3.90780695977691e-18,0.011541839151162,0,0.0360374451007809,0,0.0139711779117855,0,0.0637353219923071,0.0625709441132266,0,0,0.481185020011879,0.0311143986949398,0.282168737475784,0.153015398387541,2.08257246984889e-17,0.548903201462975,0.00129823883835514,0.55020144030133
