"ID","Bcells_EPIC","CAFs_EPIC","CD4_Tcells_EPIC","CD8_Tcells_EPIC","Endothelial_EPIC","Macrophages_EPIC","NKcells_EPIC","otherCells_EPIC"
"NM001",9.47994523706575e-05,0.0123318820595847,0.221053229284824,1.11939310618697e-07,0.246421575947107,0.0294977704579409,1.02294034275508e-09,0.490600629835921
"NM002",0.00849158649465857,0.0640210866296125,0.0718709103373869,0.0151585151276217,0.114960039553013,0.0631082585455549,0.0104539197949261,0.651935683517226
"NM003",0.000130933622991582,0.00555030128045865,0.124634327833776,5.95675211129563e-08,0.0807749025499399,0.0488083303321143,5.62115308877209e-05,0.740044933282311
"NM004",0.0010088945719709,0.00887874965788787,0.115525944363347,3.67979876541013e-07,0.1836952448474,0.0536408564727269,0.0136040961324192,0.623645845974371
"NM005",0.00249848230413649,0.0316458725520844,0.0625236232986101,0.0406304556149641,0.182837526553991,0.0205503610478388,0.00118227559004079,0.658131403038334
"TB001",0.0745434812301143,0.198497238600372,0.175903752899773,5.73826630461168e-09,0.191016348898417,0.0869050230184232,3.1150170522077e-07,0.27313383811293
"TB002",6.26524675285486e-05,0.999905022195186,8.4212114975874e-08,8.4613869591517e-08,2.66689402651671e-05,1.76499934385288e-07,5.28311068361831e-06,2.79604174958576e-08
"TB003",0.0174174671792131,0.210827343768046,0.0567267344559883,0.0124121592973375,0.0669785791135701,0.00773209263262312,7.90814845018529e-08,0.627905544471738
"TB004",0.0588022298742735,0.428056264058257,0.12515964896846,2.53492748931226e-07,0.206502134412579,0.0652632358735939,0.0024906214007356,0.113725611919353
"TB005",0.0180384482029808,0.342635758977483,9.49520410760616e-05,5.95731671881434e-07,0.511292272649336,0.12623368777368,0.00170420985320756,7.47705641980014e-08
"AD001",0.187979168652015,0.439182534109587,0.119451769339818,3.84186194746508e-07,0.16784568311547,0.0476253057923125,0.000100906063412219,0.0378142487411905
"AD002",0.0124183525863822,0.0647197441447144,0.045195573830984,5.88770962359764e-06,0.0181731300125895,0.0406818016618143,3.41661853163003e-09,0.818805506637273
"AD003",0.109448124223065,0.194543696987055,0.0930296285589889,3.36400448836612e-07,0.020171744064082,0.0408575066728969,2.4943354717393e-06,0.541946468757992
"AD004",0.0152884364716769,0.0123742024881485,0.0172350650801657,0.0127119785298444,0.0192256823011904,0.0224312589849844,0.00372492342038039,0.897008452723609
"AD005",0.013607422783721,0.162559784236029,0.0433122769298513,6.02079287446497e-08,0.0228046575954479,0.0203650217794945,0.00229238288811319,0.735058393579415
"SA001",0.0935790532791519,0.126014621153982,0.127733817634705,5.33441767673744e-07,0.311631379604078,0.0339460072763874,3.92029798019588e-08,0.307094548406948
"SA002",0.0455532262886292,0.0847285000233593,0.134158510721241,2.18713122295677e-07,0.338717664524859,0.033882203326813,1.39151498963232e-07,0.362959537250477
"SA003",0.156409015801221,0.0548135181732367,0.0207238261816861,3.64102319947687e-08,0.0287440604049496,0.210591992287308,0.00800663933123849,0.520710911410128
"SA004",0.00287460286784326,0.0427399595741017,0.0727762672099531,0.00111409054596775,0.0322530322412239,0.0208990773379648,9.31882554175608e-07,0.827342038340391
"SA005",0.0128934814909614,0.133680478254289,0.111642620485685,7.88355839617822e-08,0.154366204996677,0.0201028220226751,8.32379250737529e-08,0.567314230676204
