"ID","B_cell_TIMER","T_cell_CD4_TIMER","T_cell_CD8_TIMER","Neutrophil_TIMER","Macrophage_TIMER","DC_TIMER"
"NM001",0.136227871435249,0.0868801450643668,0.249338048453474,0.0955893809850223,0.0794866536568555,0.518919906924439
"NM002",0.0726840857589995,0.103856151684022,0.246045437838245,0.118352089474221,0.0824689865783374,0.57164011988219
"NM003",0.0651573824540664,0.107153189842563,0.215344643341395,0.160367060220748,0.0319373493189345,0.534991754879075
"NM004",0.102355413590615,0.0977955402721365,0.237385049217233,0.111792380518613,0.0657147466580116,0.473040775923972
"NM005",0.0699512651978725,0.122027576042314,0.237868019628686,0.111027919312824,0.0693931164109739,0.460497847185842
"TB001",0.109614112112393,0.148288157764779,0.190706851476835,0.11336078598514,0.104505760325235,0.529826446877629
"TB002",0.0720688115232341,0.109012344707787,0.255421151099615,0.10270632594273,0.0732643159826789,0.456770643364071
"TB003",0.0767987068431489,0.104783115283536,0.211005040880328,0.104573744246148,0.0170159331524893,0.474744006883369
"TB004",0.0998619588316732,0.156096957312342,0.197708492453915,0.131688365654196,0.0432913991983451,0.553030207647743
"TB005",0.0859155004704167,0.118430709230638,0.184612671275247,0.11390371080294,0.101279566024706,0.59835773684488
"AD001",0.143245363914631,0.145089129176665,0.198551529888185,0.103113148942814,0.0638996938118382,0.426584801023419
"AD002",0.160175188979733,0.138474875275457,0.136796230567544,0.0814621702097193,0.0310962550506552,0.56077022522828
"AD003",0.11763554315248,0.116021068845159,0.195341304942919,0.10516489069008,0.04752667100991,0.437619697036644
"AD004",0.0741015555065875,0.150177296989631,0.173012039890413,0.0849653340363714,0.0678430648903193,0.481473270675581
"AD005",0.0752165508066511,0.114026609429468,0.196112237264815,0.133721577896417,0.0352594444358173,0.467336691829722
"SA001",0.147269533492325,0.144520663615693,0.216536974847548,0.108781698375668,0.0680430896546895,0.485590890995526
"SA002",0.0922921061848118,0.112837978102632,0.245541449170354,0.133390149545053,0.0354041711453784,0.50347955501598
"SA003",0.0514950780152647,0.0774923623111005,0.176308656887496,0.437619940662342,0,0.456714678508909
"SA004",0.0929899573161231,0.115950068163102,0.185167385614878,0.0960324701758496,0.0675355921222505,0.454796121958297
"SA005",0.0984568171522412,0.123687727359228,0.204880939284911,0.0952550038419268,0.0816898604536448,0.43938964306753
