"ID","MHC_IPS","EC_IPS","SC_IPS","CP_IPS","AZ_IPS","IPS_IPS"
"NM001",2.52583539626198,0.513417393563788,-0.947615790990441,-0.217529218421505,1.87410778041382,6
"NM002",2.75297258937253,0.710987003602834,-1.25303923579543,-0.269304758761269,1.94161559841866,6
"NM003",2.82268737523733,0.600785599053465,-1.16018876423811,-0.376034523728277,1.88724968632441,6
"NM004",2.93928673733716,0.654987401700141,-1.16333284499886,-0.27352311959584,2.1574181744426,7
"NM005",2.52064712708314,0.553632065412436,-0.960883434113188,-0.114037315012626,1.99935844336976,7
"TB001",2.78358056057113,0.726743319305726,-1.39182936986125,-0.450310172292127,1.66818433772348,6
"TB002",2.33625606663811,0.615995219233613,-0.854768029139575,0.0768919142878585,2.17437517102001,7
"TB003",2.10069283649558,0.495801633780356,-0.678239028954786,0.0422503036108408,1.96050574493199,7
"TB004",3.12803401472245,0.870535524977044,-1.33813663498016,-0.52108547709601,2.13934742762332,7
"TB005",2.84931578700227,0.72218775843966,-1.45256734705293,-0.451234145796017,1.66770205259298,6
"AD001",2.77043548681883,0.807434458013771,-1.21898952359203,-0.292081268758343,2.06679915248223,7
"AD002",2.87142672738277,0.584734326890629,-0.991466402470976,-0.391008459251601,2.07368619255083,7
"AD003",2.49730181513918,0.761164679666387,-1.00522156827725,-0.290623076097993,1.96262185043032,7
"AD004",3.07162380800307,0.493980114375756,-1.03142758275204,-0.422658252325101,2.11151808730168,7
"AD005",2.87185636661076,0.617287495604812,-0.970584470305743,-0.426332556464791,2.09222683544503,7
"SA001",2.79191512010631,0.752854890128932,-1.18721092540431,-0.360252874972771,1.99730620985817,7
"SA002",2.84048988417178,0.746266115847979,-1.23711322997713,-0.30745862073296,2.04218414930967,7
"SA003",3.41304218482959,0.814295037323913,-1.82444301188645,-0.495534675071538,1.90735953519551,6
"SA004",2.03113649502685,0.359789991314568,-0.799239525391874,0.158496066250409,1.75018302719995,6
"SA005",1.97421003451672,0.519133506802722,-0.858716131945031,-0.0422552557477496,1.59237215362667,5
