"","NM001","NM002","NM003","NM004","NM005","TB001","TB002","TB003","TB004","TB005","AD001","AD002","AD003","AD004","AD005","SA001","SA002","SA003","SA004","SA005"
"ABCB8",19.2731561963963,19.6348544645731,10.8874273719214,12.912300723623,19.2517094021785,13.0536989909668,21.2486757462421,12.0179353017733,14.2522868608515,15.4588438826486,15.2306919975166,30.6612335545602,9.04123367215183,21.5236040529655,47.1703488321016,12.2015133396539,9.25499100589671,6.8549529657161,28.6343837596949,35.8426376350534
"ABCB9",0.772240282996454,1.07313766004919,0.468616367152565,0.400447015811183,1.06811871638575,1.03233053488204,1.84027822226715,0.629967586770084,1.212728653665,0.882110543873217,1.58606296654852,4.35312900956934,2.42366936363548,11.1908862190982,1.6854506745276,1.39159399613202,0.523570422781641,1.58563740568104,2.39829985123398,1.56436314131321
"ABCC1",30.8234762767521,50.2776074011546,10.9329899423543,8.0823545194347,24.5552858694347,26.1837592876864,22.8497206550341,17.4469807226239,29.8663673126908,30.728549728324,22.4672737101399,22.1150374057196,46.2787471218211,10.6476547714243,32.6009496356039,23.0372221704289,26.6373387508742,12.1848068329382,74.4888631423038,108.398731865966
"ABCC10",10.0172843663456,7.9522198162675,1.68245402432768,3.59867577511332,6.78477924285993,7.05904389148958,13.6636109590729,4.43046206684915,9.52107759333436,8.99517426658638,9.84199803163284,10.1365386719809,7.32561545355593,2.93429186476483,14.1668858917351,7.62810015246044,6.87169621097014,4.33722628185699,27.1158263919348,26.739980505153
"ABCC11",0,0,0,0.0900739019777115,0.0309420034654191,0.0286050376297605,0.0179514798603413,0.0308834947180478,0.0706907575969413,0.0147941835517179,0.0347226792831358,0.0421768291994286,0.101719652234419,0.0592146672952785,0.0826274368673203,0.0438566296999091,0.0294421166084424,0.537870491590366,0.0608680147080053,0.290787650971331
"ABCC12",0.0311985125199435,0,0,0.0894551667764327,0.12291782723395,0,0.0713126705752336,0.39872754959848,0.112328270392044,0,0.0229894416177366,0.0279247388888116,0.0224490933562589,0,0.0273532842957638,0.0871107399128419,0.087719618900637,0.485614322067188,0,0
"ABCC2",0.442160736879386,0.123766819745698,0.199118076202911,0.110932747610868,0.479064352296421,0.221440958725106,0.63167400509531,0.825910104529611,0.198996469692199,0.187407191474764,0.537599250137841,0.336398719294588,0.206803769100082,0.19447277839491,0.368281049166274,0.617288226888204,0.6630430867641,0.780001496952052,62.2268550921135,127.200771945185
"ABCC3",18.7985727815236,29.7088930603701,7.86862402142881,7.25589711503191,11.9696269278367,23.6251684731317,2.51077670240529,0.956853015248933,24.5050767013183,18.5702598410304,14.3235244156681,177.742976228537,5.34262093173405,19.027716212688,30.5251707652837,7.60925384256943,8.31400839155105,10.8212091084996,267.647498215169,290.653527263003
"ABCC4",12.6957441372613,7.30136636121639,6.97451831779796,5.87229301580014,5.96139033588477,16.6818762279621,4.65803692533882,2.8448374877318,10.4370454148344,7.42804699687747,8.91971738657671,7.73376914115374,5.86536473534612,1.12676510914162,4.09148711729982,9.31254032692777,12.624470370167,2.22037205701499,40.511579589427,18.7824991003073
"ABCC5",4.92925522544768,3.84318315330206,1.83462065139708,2.22652628857398,3.79100446805303,4.91884933862955,16.715513179497,8.51031183402997,5.91987578890656,5.94017014590545,9.11545705678063,3.63839770699312,21.4270287625134,0.984298977233994,10.1590084127946,6.43539133878377,7.36636134959607,3.11105547226399,10.5190421615305,16.0902842349554
"ABCC5-AS1",0.343782329857288,0.320764540300418,0,0,0.338613715962183,0,0,0,0,0,0,0,0.742112459265327,0,0,0.319963257903033,0,2.4971689715853,0,0.454604818340042
"ABCC6",12.7643514223262,10.0292379600597,3.90307534873066,3.33529723979217,8.96981462959452,4.9391585691936,2.4455843990603,1.73675572553503,7.32359521424571,5.29643186416585,6.25216313111695,31.2459901172935,0.966807620542885,0.0938022468805608,0.71989791928036,6.57682501537845,7.01923004804661,3.95038258143842,5.8174198017983,13.7533391662065
"ABCC8",0.275579877651441,0.220395901942468,0.265932388551061,0.0564405203150536,0.407154985778481,0.412251639555506,0.629912628672849,0.696660153711841,0.0708719938207889,0.315182395396475,0.0870292523114122,0.0704749361872193,0.0708197500092456,0.0123680169247962,0,0.0916022268077905,0.0553454999973742,0.919175247140726,0.0254266947860527,1.50972534104332
