"Transcript_id","H1","L1","H2","L2","H3","L3","H4","L4","H5","L5","hgnc_symbol","ensembl_gene_id","transcript_biotype"
"ENST00000371827.5",0,0,0,0,0,0,0,0,0,0,"ELAVL4","ENSG00000162374","protein_coding"
"ENST00000371828.7",0.210514,0.277909,0.1949,0.131136,0.279679,0.427559,0.276366,0.439302,0.986045,0.681532,"STAU1","ENSG00000124214","protein_coding"
"ENST00000371834.6",0.169812,0.081181,0.21391,0.178163,0.096664,0.049831,0.079106,0.072338,0.026975,0.084893,"BRD3","ENSG00000169925","protein_coding"
"ENST00000371835.8",0,0,0,0,0,0,0,0,0,0,"BRD4","ENSG00000141867","protein_coding"
"ENST00000371836.1",0.0375,0.042293,0,0.069438,0.078142,0,0,0,0,0.107166,"AGBL4","ENSG00000186094","protein_coding"
"ENST00000371837.5",0,0,0.018572,0,0.143367,0,0,0,0,0.023317,"LIPA","ENSG00000107798","protein_coding"
"ENST00000371838.5",0,0,0,0,0,0,0,0,0,0.824163,"AGBL4","ENSG00000186094","protein_coding"
"ENST00000371843.7",0.159368,0.445809,0.125162,0.293937,0.389407,0.589132,0.48468,0.117827,0.121132,0.608334,"SPATA6","ENSG00000132122","protein_coding"
"ENST00000371851.1",0.151903,0,0.142768,0,0.080542,0,0.54451,0,0.106091,0.064785,"VAV2","ENSG00000160293","protein_coding"
"ENST00000371867.5",0,0,0,0,0,0,0,0,0,0,"SARDH","ENSG00000123453","protein_coding"
"ENST00000371868.5",0,0.01318,0.078232,0,0.043279,0.038183,0.014945,0,0.029865,0.111932,"SARDH","ENSG00000123453","protein_coding"
"ENST00000371872.8",5.2e-05,0,0,0.496096,0,0.14533,0,0,0.097765,0,"SARDH","ENSG00000123453","protein_coding"
"ENST00000371876.5",0.078198,0.276862,0.058891,0.079903,0.330152,0.186367,0.037673,0.215178,0.076789,0.046482,"KLHL13","ENSG00000003096","retained_intron"
"ENST00000371878.5",0,0,0,0,0,0,0,0,0,2.7e-05,"KLHL13","ENSG00000003096","protein_coding"
"ENST00000371882.5",0,0,0,0,0,0,0.079138,0,0.041322,5.5e-05,"KLHL13","ENSG00000003096","protein_coding"
"ENST00000371884.6",0,0,0,0,0,0,0,0,0,0,"TAL1","ENSG00000162367","protein_coding"
"ENST00000371885.1",0.022437,0.108862,0,0.050979,0.028001,0,0,0.100525,0,0.018972,"PDZK1IP1","ENSG00000162366","protein_coding"
"ENST00000371890.7",0,0.549875,0,0.551413,0,0,0,0,0,0.159868,"CYP4A22","ENSG00000162365","protein_coding"
"ENST00000371897.8",0,0,0,0,0.432462,0.015734,0,0,0,0,"SLC2A6","ENSG00000160326","protein_coding"
"ENST00000371905.1",0,0,0,0,0,0,0,0,0,0,"CYP4A11","ENSG00000187048","protein_coding"
"ENST00000371910.1",0,0.086615,0,0,0.190255,0,0,0.058817,0.073471,0.062324,"ADAMTS13","ENSG00000160323","protein_coding"
"ENST00000371911.7",0,0,0,0.06001,0.069134,0,0,0,0.056179,0,"ADAMTS13","ENSG00000160323","protein_coding"
"ENST00000371916.5",0,0,0,0,0,0,0,0,0,0,"ADAMTS13","ENSG00000160323","protein_coding"
"ENST00000371919.8",0,0.238606,0,2.384626,0,1.049849,0,0.509312,0,0,"CYP4B1","ENSG00000142973","protein_coding"
"ENST00000371922.1",0.23094,0.052132,0.042769,0.030522,0.065249,0.032533,0.04756,0.055233,0.065983,0,"STAMBPL1","ENSG00000138134","retained_intron"
"ENST00000371924.5",1.028186,0.383666,0.304753,0.17848,0.555726,0.83774,0.814577,0.253298,0.499598,0.140904,"STAMBPL1","ENSG00000138134","protein_coding"
"ENST00000371927.7",0.171895,0.106186,0.073813,0.071611,0.236836,0.094718,0.077947,0.039703,0.276694,0.140248,"STAMBPL1","ENSG00000138134","protein_coding"
"ENST00000371929.7",0.21791,0.291266,0.262633,0.282354,0.322498,0.177358,0.099457,0.223489,0.225754,0.313657,"ADAMTS13","ENSG00000160323","protein_coding"
"ENST00000371935.6",0.077558,0.190179,0,0.217567,0.031527,0,0.064911,0.055424,0.099531,0.012525,"REXO4","ENSG00000148300","protein_coding"
"ENST00000371936.5",0,0,0,0.009732,0.007831,0.024074,0.031289,0,0,0,"IL13RA2","ENSG00000123496","protein_coding"
"ENST00000371939.7",0.029548,0.007681,0.044057,0.016535,0,0,0.000609,0.063877,0.029183,0.019573,"LIPJ","ENSG00000204022","protein_coding"
"ENST00000371940.1",4.362769,5.802571,3.842052,4.936523,4.534079,3.210858,4.01387,6.583249,4.49697,3.837677,"MOB3C","ENSG00000142961","protein_coding"
"ENST00000371947.7",0.150702,0.419573,0.135823,0.13985,0.316222,0.229534,0.541561,0.28648,0.26224,1.371256,"RNLS","ENSG00000184719","protein_coding"
"ENST00000371950.3",0,0,0,0,0,0,0,0,0,0,"HTR2C","ENSG00000147246","protein_coding"
"ENST00000371951.5",0,0,0,0,0,0,0,0,0,0,"HTR2C","ENSG00000147246","protein_coding"
"ENST00000371958.1",0,3e-05,0.004687,2.2e-05,0.000157,6.9e-05,0.002828,9.2e-05,2.9e-05,2.9e-05,"AMOT","ENSG00000126016","protein_coding"
"ENST00000371962.5",0,0.017682,0,0.218379,0.022507,0.00044,0.626012,0.010912,0.23934,0.435,"AMOT","ENSG00000126016","protein_coding"
"ENST00000371970.2",0,0.010929,0.016005,0,0.019758,0,0,0,0.025961,0.042483,"TRPC5OS","ENSG00000204025","protein_coding"
"ENST00000371979.7",0.01983,0.001205,0.005245,0.086554,0.405612,0.343866,1.547663,0.412321,0.007551,0.074328,"ALG13","ENSG00000101901","protein_coding"
"ENST00000371991.3",0.285718,0.259247,1.803825,0.256051,0.635183,0.258968,0.467343,0.381268,1.85517,0.710373,"SURF4","ENSG00000148248","protein_coding"
"ENST00000371992.1",0,0,0.141409,0,0,0,0,0,0,0,"POMGNT1","ENSG00000085998","protein_coding"
"ENST00000371994.8",0,0,0,0,0,0,0,0,0,0.045865,"MINPP1","ENSG00000107789","protein_coding"
"ENST00000371997.3",0.008372,1.091298,0.006435,0.032218,0.007356,0.009075,0.020288,0.090455,0,0.066698,"NCOA3","ENSG00000124151","protein_coding"
"ENST00000371999.5",0,0,0,0,0,0,0,0,0,0,"MED22","ENSG00000148297","protein_coding"
"ENST00000372004.7",0.058803,0.419754,0.302192,0.604412,0.016882,0.542695,0.018865,0.608261,0.503337,0.551624,"NCOA3","ENSG00000124151","protein_coding"
"ENST00000372006.5",0,0,0.000324,0,0,0,0.009734,0,0.000402,0,"PIK3R3","ENSG00000117461","protein_coding"
"ENST00000372010.5",0,0,0,0,0,0,0,0.003645,0,0.001655,"PAK3","ENSG00000077264","protein_coding"
"ENST00000372011.4",0.171733,0.000273,0,0.030754,0.039094,0.033713,0.054579,0,0,0.058845,"BMS1P3","ENSG00000240089","transcribed_unprocessed_pseudogene"
"ENST00000372023.7",0,0,0,0,0,0,0,0,0,0,"ZMYND8","ENSG00000101040","protein_coding"
"ENST00000372030.3",0,0.038587,0,0,0,0,0,0,0,0,"LCN1P2","ENSG00000204031","unprocessed_pseudogene"
"ENST00000372038.7",0.17924,0.136985,0.0938,0.078673,0.230735,0.121875,0,0.079434,0.154438,0,"GBGT1","ENSG00000148288","protein_coding"
"ENST00000372043.7",0.669527,0.363892,0.318298,0,0.416402,0,0.121343,0,0,0.292747,"GBGT1","ENSG00000148288","protein_coding"
"ENST00000372045.5",0,9.869788,0,10.172538,0,8.362521,6.776628,0,2.736626,5.058966,"CHRDL1","ENSG00000101938","protein_coding"
"ENST00000372047.7",0.220982,0.192234,0.164817,0.256405,0.204387,0.144316,0.130889,0.461442,0.205487,0.155746,"RALGDS","ENSG00000160271","protein_coding"
"ENST00000372052.8",0,0,0,0,0,0,0,0,0,0,"NASP","ENSG00000132780","protein_coding"
"ENST00000372056.8",0,0.13409,0,0,0,0,0,0.205363,0,0,"LDB3","ENSG00000122367","protein_coding"
"ENST00000372057.1",0.026432,0,0.004579,0,0.015892,0,0,0,0,0,"AMMECR1","ENSG00000101935","protein_coding"
"ENST00000372059.6",0,0,0,0,0,0,0.72499,0.181752,0,0,"AMMECR1","ENSG00000101935","protein_coding"
"ENST00000372070.7",2.023345,0.943963,1.150526,0.409651,1.16767,2.246345,0.183116,0.537932,4.018529,1.034507,"AKR1A1","ENSG00000117448","protein_coding"
"ENST00000372072.7",0.946525,0,2.252713,0,0,0.677158,0.899639,0,1.624139,2.144786,"TMEM164","ENSG00000157600","protein_coding"
"ENST00000372073.5",0.170618,0.116358,0.000409,0.000364,0.005688,0.006273,0,0,0.272052,0.005852,"TMEM164","ENSG00000157600","protein_coding"
"ENST00000372077.8",14.523014,16.268726,12.471893,20.752108,6.59692,13.021686,8.269427,26.331532,7.539836,1.050438,"VEGFA","ENSG00000112715","protein_coding"
"ENST00000372079.1",0,0,0,0,0,0,0,0,0,0,"PRDX1","ENSG00000117450","protein_coding"
"ENST00000372084.5",0,0,0,0,0,0,0,0,0,0,"TESK2","ENSG00000070759","protein_coding"
"ENST00000372092.3",0,0,0,0,0,0.037543,0,0,0,0,"RGR","ENSG00000148604","protein_coding_CDS_not_defined"
"ENST00000372098.7",0,0,0,0,0,0.251823,0.208198,0.22415,0,0,"MUTYH","ENSG00000132781","protein_coding"
"ENST00000372099.10",0,0,0,0.166484,0,0,0,0,0,0,"GTF3C5","ENSG00000148308","protein_coding"
"ENST00000372101.3",0.062585,0.149211,0.032979,0.235116,0.001927,0.060986,0.045983,0.12246,0.03955,0.112112,"KCNE5","ENSG00000176076","protein_coding"
"ENST00000372102.3",0,0,0,0,0.006661,0.891515,0,0.018497,0.691193,0.170207,"TP53RK","ENSG00000172315","protein_coding"
"ENST00000372103.1",0.015668,0.170614,0,0,0,0.199503,0.429346,0.393678,0.147032,0.123804,"NXT2","ENSG00000101888","protein_coding"
"ENST00000372104.5",0.027812,0.073641,0.021203,0.187788,0.037566,0.033406,0.050058,0.031449,0.067781,0.098257,"MUTYH","ENSG00000132781","protein_coding"
"ENST00000372107.5",0,0.034602,0.003433,0,0,0.020255,0.005366,0,0,0,"NXT2","ENSG00000101888","protein_coding"
"ENST00000372108.9",1.074666,1.706206,1.362075,0,0.821858,1.125636,0,0,0,0,"GTF3C5","ENSG00000148308","protein_coding"
"ENST00000372110.7",0.397528,0.149658,0.161096,0.364758,0.199941,0.219912,0.132598,0.586078,0.121364,0.147698,"MUTYH","ENSG00000132781","protein_coding"
"ENST00000372115.7",0.147652,0.13382,0.101522,0.130612,0.167443,0.164281,0.154615,0.199068,0.113849,0.107534,"MUTYH","ENSG00000132781","protein_coding"
"ENST00000372116.5",0,0.206759,0.90507,0.295708,0.351548,0.537517,0.58226,1.183655,0.61623,0.202941,"MRPS18A","ENSG00000096080","protein_coding"
"ENST00000372136.7",0.297291,0,0,0.253094,0.60406,0,0,0.538952,0,0.386602,"SPACA9","ENSG00000165698","protein_coding"
"ENST00000372142.6",0.037543,0.124048,0,0.115588,0.10807,0,0.032152,0.110604,0,0.28438,"NRG3","ENSG00000185737","protein_coding"
"ENST00000372156.5",0,0,0,0,0,0,0,0,0,0,"TSPAN14","ENSG00000108219","protein_coding"
"ENST00000372164.7",0,0,0,0,0,0,0,0,0,0,"TSPAN14","ENSG00000108219","protein_coding"
"ENST00000372165.8",0.013883,0.241281,0.008,0.346816,0,0.883307,0,0.133429,0,0.404912,"RSPH9","ENSG00000172426","protein_coding"
"ENST00000372168.7",0.794866,0.259721,0.849017,0.298278,0.942571,0.66274,1.509907,0.489071,0.43465,0.374221,"HECTD3","ENSG00000126107","protein_coding"
"ENST00000372176.5",0.056732,0.08723,0.190241,0.172054,0.213183,0.028722,0.199314,0.289651,0.115811,0.12177,"ELMO2","ENSG00000062598","protein_coding"
"ENST00000372181.1",0.618761,0.227515,0.038781,0.13559,0.451944,1.019687,1.241821,0.014786,0.4449,0.247961,"PRXL2A","ENSG00000122378","protein_coding"
"ENST00000372183.7",3.355062,2.198604,3.343729,2.41454,2.100519,3.655745,3.102887,2.390283,3.89697,2.201583,"EIF2B3","ENSG00000070785","protein_coding"
"ENST00000372185.5",1.904565,0.410782,0.889603,0.272397,1.389279,1.608548,2.376918,0.485142,1.882746,0.329575,"PRXL2A","ENSG00000122378","protein_coding"
"ENST00000372187.9",0.028653,0.02649,0.013914,0,0.334666,0.017931,0.018582,0.004282,0.765558,0.561549,"PRXL2A","ENSG00000122378","protein_coding"
"ENST00000372188.5",0,0,0,0,0,0,0,0,0,0,"PRXL2A","ENSG00000122378","protein_coding"
"ENST00000372189.7",0.025248,0,0,0,0,0,0,0,0.087639,0,"RAPGEF1","ENSG00000107263","protein_coding"
"ENST00000372195.5",0,0,0.005977,0.004925,0,0,0,0,0,0,"RAPGEF1","ENSG00000107263","protein_coding"
"ENST00000372197.5",0,0,0,0,0,0,0,0,0,0,"DYDC2","ENSG00000133665","protein_coding"
"ENST00000372198.5",0,0,0,0.036162,0,0,0,0.133525,0,0,"DYDC2","ENSG00000133665","protein_coding"
"ENST00000372199.5",0,0,0,0.023332,0,0,0,0,0,0.14412,"DYDC2","ENSG00000133665","protein_coding"
"ENST00000372204.7",0,0,0,0,0,0,0,0,0,0,"DYDC1","ENSG00000170788","protein_coding"
"ENST00000372208.7",0,0,0,0,0,0.00035,0.12498,0,0,0,"UCK1","ENSG00000130717","protein_coding"
"ENST00000372209.3",2.586438,1.278806,12.40808,7.354632,3.430176,2.090964,10.061769,3.319156,9.66571,6.290721,"RPS8","ENSG00000142937","protein_coding"
"ENST00000372210.7",1.553877,0,0,0,0,0,0,0,0,1.209915,"UCK1","ENSG00000130717","protein_coding"
"ENST00000372211.7",0,0.00075,0,0,0,0,0,0,0,0,"UCK1","ENSG00000130717","protein_coding"
"ENST00000372214.3",2.695842,2.957603,2.024097,3.894349,2.552517,3.115393,0.943528,1.736438,1.493091,2.967053,"","ENSG00000233668","processed_pseudogene"
"ENST00000372216.8",0,0,0,0.018818,0.01615,0,0.005468,0,0,0.009428,"COL4A6","ENSG00000197565","protein_coding"
"ENST00000372217.5",0.017706,0.088225,0.002012,0.049856,0,0,0.019108,0,0.009874,0.066215,"KIF2C","ENSG00000142945","protein_coding"
"ENST00000372226.1",0,0,0.766614,0,0,0,0,0.90723,1.024418,1.569879,"POLH","ENSG00000170734","protein_coding"
"ENST00000372227.5",0.280983,0,0.415532,0,0.321611,0,0.316261,0,0.234418,0,"SLC35C2","ENSG00000080189","protein_coding"
"ENST00000372231.7",5.316552,3.158006,4.422644,6.076571,5.912487,4.223317,4.419462,0.61225,6.876303,0.3642,"ANXA11","ENSG00000122359","protein_coding"
"ENST00000372235.7",0,0.361277,0.371571,0.577365,0,0.344269,0,0,0,0.284375,"TMEM53","ENSG00000126106","protein_coding"
"ENST00000372242.7",0,0,0,0,0.070587,0,0,0,0,0,"TMEM53","ENSG00000126106","protein_coding"
"ENST00000372243.7",0.192799,1.115438,0.749142,0.545291,0.287036,0.412666,0.461753,0,0.291449,0.608955,"TMEM53","ENSG00000126106","protein_coding"
"ENST00000372244.3",0,0,0,0.598074,0.111497,0,0.30605,0,0.149556,0.295514,"TMEM53","ENSG00000126106","protein_coding"
"ENST00000372259.9",0.585243,0.039229,0.08936,0.117909,0.07607,0.088639,0.063613,0,0.013227,0.019841,"ERI3","ENSG00000117419","protein_coding"
"ENST00000372261.1",0.058664,0,0.112162,0.119802,0,0.100577,0.055072,0.122057,0.053116,0.077205,"PLPP7","ENSG00000160539","protein_coding"
"ENST00000372267.6",0.076745,0.793304,0.461947,0.407317,0.252219,0.066514,0,0.316409,0.074558,0.165672,"PLAC9","ENSG00000189129","protein_coding"
"ENST00000372269.7",0.004893,0.011288,0.013869,0.00754,0.006854,0,0.081415,0,0.0254,0,"FAM78A","ENSG00000126882","protein_coding"
"ENST00000372270.6",0,0.108172,0,0.063174,0.347831,0,0,0.478127,0,0.362318,"PLAC9","ENSG00000189129","protein_coding"
"ENST00000372274.5",0.189968,0,0,0.118756,0,0.023328,0.029013,0.125188,0.110519,0,"TMEM254","ENSG00000133678","protein_coding"
"ENST00000372275.5",0.351855,0.123778,0,0,0,0.516293,0,0.000891,1.098342,0,"TMEM254","ENSG00000133678","protein_coding"
"ENST00000372276.7",0.942111,0.75288,0.304197,0.368147,0.227154,0.180924,0,0.356029,0.288929,0.344553,"CD40","ENSG00000101017","protein_coding"
"ENST00000372277.7",0,0,0.138709,0,0.118671,0.019293,0,0.022056,0.086653,0.244066,"TMEM254","ENSG00000133678","protein_coding"
"ENST00000372295.5",0,0,0,0,0,0,0,0,0,0,"PSMD10","ENSG00000101843","protein_coding"
"ENST00000372296.5",0,0.052462,0,0,0,0,0,0,0,0,"PSMD10","ENSG00000101843","protein_coding"
"ENST00000372297.6",0,0.012962,0,0.030998,0,0,0,0,0,0.028063,"AIF1L","ENSG00000126878","protein_coding"
"ENST00000372298.1",0,0,0,0,0,0,0,0,0,0,"AIF1L","ENSG00000126878","protein_coding"
"ENST00000372300.5",0.152069,0,0,0,0,0,0.487433,0,0,0,"AIF1L","ENSG00000126878","protein_coding"
"ENST00000372301.2",0.010598,0.144147,0.049993,0.019158,0.128609,0.189343,0.01686,0.178598,0.001776,0.02338,"AIF1L","ENSG00000126878","protein_coding"
"ENST00000372302.5",0,0,0,0,0,0,0,0,0,0,"AIF1L","ENSG00000126878","protein_coding"
"ENST00000372306.7",0.004285,0.175452,0.076524,0.004179,0.005045,0.065755,0.14134,7.2e-05,0,7e-05,"SLC6A9","ENSG00000196517","protein_coding"
"ENST00000372307.7",0.05062,0.747539,0.024805,0.006379,0.044646,0.077749,0.239651,0,0,0.02572,"SLC6A9","ENSG00000196517","protein_coding"
"ENST00000372309.7",0,0.031288,0,5e-04,0.027082,0.045511,0.000602,0,0,0.018303,"AIF1L","ENSG00000126878","protein_coding"
"ENST00000372327.9",0,0,0.698671,5.457238,4.667565,0,2.54027,0.706567,0,5.293149,"SFTPA2","ENSG00000185303","protein_coding"
"ENST00000372330.3",115.75029,3.572757,152.311203,4.946262,63.449612,1.421733,5.101893,1.237327,196.651718,4.119598,"MMP9","ENSG00000100985","protein_coding"
"ENST00000372333.3",0.314995,0.098972,0.35424,0.129099,0.098457,0.336597,0.057366,0.085501,0.037725,0.231409,"ZCCHC24","ENSG00000165424","protein_coding"
"ENST00000372337.6",0,0,0.048654,0.011124,0,0.00407,0.027236,0,0,0,"FIBCD1","ENSG00000130720","protein_coding"
"ENST00000372339.3",0.670421,0.183605,0.461643,0.292439,0.95198,0.302762,0.333054,0.653805,0.329367,0.122424,"IPO13","ENSG00000117408","protein_coding"
"ENST00000372344.6",0.828896,0.078338,0,0,0,0.230186,0,0,0,0,"POLR1C","ENSG00000171453","protein_coding"
"ENST00000372351.7",0,0.113151,0.433529,0.462966,0.099151,0.198511,0.195464,0.204133,0,0,"EXOSC2","ENSG00000130713","protein_coding"
"ENST00000372352.7",0.074325,0,0,0,0,0,0,0,0,0,"EXOSC2","ENSG00000130713","protein_coding"
"ENST00000372354.3",0,0,0,0.055434,0,0,0,0,0,0,"ARTN","ENSG00000117407","protein_coding"
"ENST00000372362.6",0,0,0,0,0,0,0,0,0,0,"ST3GAL3","ENSG00000126091","protein_coding"
"ENST00000372365.5",0,0,0,0,0,0,0,0,0,0,"ST3GAL3","ENSG00000126091","protein_coding"
"ENST00000372367.5",0,0,0,0,0,0,0,0,0,0,"ST3GAL3","ENSG00000126091","protein_coding"
"ENST00000372369.5",0,0,0,0,0,0,0,0,0,0,"ST3GAL3","ENSG00000126091","protein_coding"
"ENST00000372382.8",0.233759,0.141349,0.205411,0.180015,0.560379,0.607392,0.119752,0,0.267796,0.427892,"TSC22D3","ENSG00000157514","protein_coding"
"ENST00000372384.6",0.001272,1.515506,0.413077,0,0,0,9.1e-05,0.219961,12.030223,0.000383,"TSC22D3","ENSG00000157514","protein_coding"
"ENST00000372390.8",4.744084,1.336551,4.314736,1.367318,2.16795,1.286052,1.755045,1.982033,1.022671,0.696587,"TSC22D3","ENSG00000157514","protein_coding"
"ENST00000372393.7",0,0.046652,0,0,0,0.160099,0,0,0.037055,0,"ASS1","ENSG00000130707","protein_coding"
"ENST00000372394.5",0,0,0,0,0,0,0,0,0,0,"ASS1","ENSG00000130707","protein_coding"
"ENST00000372397.6",93.062164,38.795513,39.849735,32.762894,41.004131,33.975613,58.273228,59.86739,31.009449,26.293728,"TSC22D3","ENSG00000157514","protein_coding"
"ENST00000372406.5",0,0,0,0,0,0,0,0,0,0,"GPR107","ENSG00000148358","protein_coding"
"ENST00000372410.7",0.686566,0.001068,0.870924,1.537269,0.740245,0.57047,0.819481,4.538737,0.711171,1.4974,"GPR107","ENSG00000148358","protein_coding"
"ENST00000372419.3",0.025283,0.003215,0.03244,0.003221,0.00098,0.001861,0.002448,0.019153,0.003413,0.010896,"PRPS1","ENSG00000147224","protein_coding"
"ENST00000372420.5",0,0,0.108082,0,0,0,0.012359,0.00595,0.196847,0,"PLTP","ENSG00000100979","protein_coding"
"ENST00000372432.5",0.435609,1.312838,0.19433,1.63946,0.473502,1.805278,0.591554,1.810695,0.293399,1.402686,"HYI","ENSG00000178922","protein_coding"
"ENST00000372434.5",0.016768,0.020834,0.008209,0.020831,0,0,0,0,0,0.014465,"HYI","ENSG00000178922","protein_coding"
"ENST00000372440.6",0,0,0,0,0,0,0,0,0,0,"KCNMA1","ENSG00000156113","protein_coding"
"ENST00000372443.6",0,0,0.000954,3e-05,0.002646,0,0,0,3e-05,0,"KCNMA1","ENSG00000156113","protein_coding"
"ENST00000372444.6",0.438934,0.550985,0.259191,0.082338,0.220648,0.337196,0,0.303523,0.268223,0.286757,"TJAP1","ENSG00000137221","protein_coding"
"ENST00000372445.9",0,0,0,0,0,0,0,0,0,0,"TJAP1","ENSG00000137221","protein_coding"
"ENST00000372447.7",3.377634,0.985383,2.906642,3.677962,2.928596,3.247905,6.299633,4.522988,6.754158,4.153526,"C9orf78","ENSG00000136819","protein_coding"
"ENST00000372450.8",5e-06,0.58736,0,0.653574,0,0,0,0.228751,0,0,"SZT2","ENSG00000198198","protein_coding"
"ENST00000372451.2",0,0,0,0,0,0,0,0,0,0,"MYCLP1","ENSG00000204053","processed_pseudogene"
"ENST00000372452.5",0.452323,0.109811,0.08591,0.02134,0.126142,0.241047,0.638472,0.155736,0.135442,0.135158,"TJAP1","ENSG00000137221","protein_coding"
"ENST00000372455.4",0,0,0,0,0,0.096925,0,0,0,0.062881,"MED8","ENSG00000159479","protein_coding"
"ENST00000372462.1",0.503138,0.059238,0.081952,0.107929,0.30236,0.095563,0.0496,0.258134,0.565249,0.21409,"CDC20","ENSG00000117399","protein_coding"
"ENST00000372466.8",0.195974,0.291915,0.217796,0.302394,0.333013,0.306693,0.199447,0.315398,0.173142,0.501788,"NUP62CL","ENSG00000198088","protein_coding"
"ENST00000372480.1",0,0,0.160257,0,0,0,0,0,0.064263,0.015279,"NTMT1","ENSG00000148335","protein_coding"
"ENST00000372481.7",1.041247,0.293297,0.943651,0.770676,0.420445,0.260092,0.425751,0.036906,0,0.286572,"NTMT1","ENSG00000148335","protein_coding"
"ENST00000372485.5",0,0,0,0,0,0,0,0,0,0,"DLK2","ENSG00000171462","protein_coding"
"ENST00000372486.5",0,0,0,0.348009,0,0.020759,0,0,0,0,"NTMT1","ENSG00000148335","protein_coding"
"ENST00000372487.5",0.145687,0,0.341888,0,0.377974,0.735081,0.72506,0.869946,0,0.302244,"RBM41","ENSG00000089682","protein_coding"
"ENST00000372499.5",0,0,0,0,0,0,0,0,0,0,"LRMDA","ENSG00000148655","protein_coding"
"ENST00000372502.5",0.009288,0.202869,0.148056,0,0.061417,0.056412,0.012542,0,0.046036,0,"ZNF691","ENSG00000164011","protein_coding"
"ENST00000372504.5",0.024105,0.011161,0.016066,0.103285,0,0.036176,0.10476,0.017946,0.043564,0.461036,"ZNF691","ENSG00000164011","protein_coding"
"ENST00000372506.5",0.377877,0.198515,0.490782,0,1.004932,0,0.109729,0,0.654285,0,"ZNF691","ENSG00000164011","protein_coding"
"ENST00000372507.5",0,0,0,0.079424,0,0.612074,0.306553,0,0.457812,0.501079,"ZNF691","ENSG00000164011","protein_coding"
"ENST00000372508.7",0.86881,0,0,0,0,0,0,0,0.465405,0,"ZNF691","ENSG00000164011","protein_coding"
"ENST00000372514.7",0.14308,0,0.329771,0,0.267526,0,0,0.385612,1.008688,0.27622,"ERMAP","ENSG00000164010","protein_coding"
"ENST00000372522.5",0,0.067533,0.064848,0.017914,0,0.083916,0.1702,0.018291,0.009867,0.245336,"SVBP","ENSG00000177868","protein_coding"
"ENST00000372523.1",1.466125,1.367735,1.523042,1.157279,1.278749,1.505079,1.691965,1.196106,2.046588,1.370661,"ZSWIM1","ENSG00000168612","protein_coding"
"ENST00000372539.3",0,0,0,0,0,0,0,0,0,0,"CLDN19","ENSG00000164007","protein_coding"
"ENST00000372541.1",0,0,0,0,0,0,0,0,0,0,"SNX21","ENSG00000124104","protein_coding"
"ENST00000372542.5",1.095909,1.173333,1.290652,0.194936,1.081822,0.722082,1.302144,1.243676,0.692198,0.694906,"SNX21","ENSG00000124104","protein_coding"
"ENST00000372544.6",0,0,0,0.352983,0.085754,0,0,0,0,0,"RADX","ENSG00000147231","protein_coding"
"ENST00000372549.1",0.297592,0.115263,0.094949,0.140284,0.219589,0.151306,0.198006,0.069843,0.216051,0.113317,"PPIH","ENSG00000171960","protein_coding_CDS_not_defined"
"ENST00000372552.1",0,0,0,0,0,0,0,0,0,0,"PWWP3B","ENSG00000157502","protein_coding"
"ENST00000372554.8",0.008433,0.005025,0.001357,0.00146,0.000715,0.002413,0,0.002228,0.000962,0.001274,"SH3GLB2","ENSG00000148341","protein_coding"
"ENST00000372556.3",2.257246,1.307598,2.353795,3.983632,2.463434,2.639809,2.954656,3.361893,3.572281,3.008801,"PPCS","ENSG00000127125","protein_coding"
"ENST00000372557.1",0.009914,0.643648,0.136086,0.092134,0.325913,0.184879,0.19625,0.834027,0.08752,0.257724,"TNNC2","ENSG00000101470","protein_coding"
"ENST00000372559.5",2.80171,2.13293,2.522363,2.521808,1.16763,3.337821,0,0,1.845969,3.542781,"SH3GLB2","ENSG00000148341","protein_coding"
"ENST00000372560.3",0.046871,0.000256,0.000181,0.033029,0.038149,0.01375,0.025274,0.005098,0.000199,0.000612,"PPCS","ENSG00000127125","protein_coding"
"ENST00000372562.1",0.414896,0,0.036496,0,0,1.152976,0.352256,0.859498,0.727904,0.326472,"PPCS","ENSG00000127125","protein_coding"
"ENST00000372568.4",0,0.136274,0.356939,0.204501,0.06902,0,0.382635,0.109942,0.473897,0.523943,"UBE2C","ENSG00000175063","protein_coding"
"ENST00000372571.5",0.000487,0.071777,0.059024,0.113664,0.080199,0.078062,0.083913,0.058959,0.065093,0.048221,"FOXJ3","ENSG00000198815","protein_coding"
"ENST00000372572.5",0.000938,0,0,0,0,0,0,0,0,0,"FOXJ3","ENSG00000198815","protein_coding"
"ENST00000372573.5",0,0.127697,0.013613,0.169099,0.086346,0.185178,0.077098,0.025864,0,0,"FOXJ3","ENSG00000198815","protein_coding"
"ENST00000372574.7",0.003858,0,0,0,0,0,0,0,0,0,"SLC22A7","ENSG00000137204","protein_coding"
"ENST00000372577.2",4.700488,0,4.179554,4.239981,0,3.346723,3.898466,4.736722,4.061047,4.168149,"NUP188","ENSG00000095319","protein_coding"
"ENST00000372584.5",0,0.032314,0,0.080384,0,0.264536,0,0,0,0,"HIVEP3","ENSG00000127124","protein_coding"
"ENST00000372588.4",0,0,0.027978,0,0,0,0,0,0,0,"ESX1","ENSG00000123576","protein_coding"
"ENST00000372589.7",0,0,0,0,0,0,0,0,0,0,"SLC22A7","ENSG00000137204","protein_coding"
